length,lev_dist,sample_ms,total_ms,total_samples,lev_ball_arcs,productions,rank
17,2,1,5174,2,171,38,0
17,2,20,7293,32,171,70,1
17,3,2013,9972,3029,273,1063,579
18,1,0,2815,1,90,36,0
18,1,1,2884,5,90,56,0
16,2,0,4053,2,161,38,0
17,4,2394,21689,3670,390,837,397
17,1,0,2836,2,85,38,0
19,2,12,5192,34,191,83,0
19,1,2,3664,2,95,44,0
19,2,5,7244,10,191,71,0
18,1,0,2923,2,90,44,0
19,3,70,12415,90,305,77,4
19,3,8,11051,4,305,54,0
19,3,10,11804,6,305,59,0
19,2,1319,7035,2038,191,1082,64
19,2,26,4803,42,191,82,7
19,1,1,3159,3,95,48,0
16,2,11,4235,30,161,55,0
16,1,2,2870,7,80,38,0
16,2,7,6189,14,161,45,0
16,1,0,2779,2,80,39,0
16,3,71,7910,210,257,61,3
16,2,32,4507,105,161,54,0
16,1,6,2924,15,80,48,0
16,2,6,3930,14,161,45,0
16,2,6,3943,14,161,45,0
16,1,3,3050,7,80,38,0
28,2,5744,13677,4857,281,1736,179
28,2,82,7353,156,281,181,12
28,4,1171,48067,1104,643,206,57
28,2,2,8296,4,281,67,0
27,3,25,19713,28,433,118,7
28,2,5,8215,6,281,76,0
28,2,4,7896,4,281,72,0
28,2,1,7675,2,281,63,0
28,2,3,6995,4,281,76,0
28,2,130,7872,214,281,248,4
30,2,2187,10406,1292,301,958,29
30,3,7,21135,6,481,83,0
30,2,2176,11539,2434,301,1043,2
30,1,8,3876,15,150,76,0
30,1,15,4058,24,150,121,0
29,2,113,8237,133,291,441,64
30,2,6,8376,8,301,75,1
30,3,173,21584,90,481,101,4
30,2,4,8381,3,301,70,0
30,2,7,8626,9,301,86,0
21,2,19,5157,32,211,78,1
22,1,0,3223,1,110,44,0
22,1,0,3143,1,110,44,0
20,2,4,5045,8,201,76,0
20,2,0,4934,2,201,46,0
21,2,13,5090,32,211,78,1
21,1,0,3110,2,105,46,0
21,2,25,5350,60,211,129,0
21,1,1,3576,2,105,46,0
21,2,1,5107,1,211,42,0
21,2,0,5035,1,211,42,0
21,2,20,4658,30,211,69,1
21,2,0,5336,2,211,53,0
21,1,0,3321,1,105,42,0
21,3,1479,13992,510,337,231,56
20,3,136,10229,136,321,96,40
21,1,1,3137,2,105,49,0
21,3,82,13855,28,337,106,1
20,2,5,5481,8,201,53,2
36,2,143,12732,105,361,94,0
35,2,2,12449,2,351,78,0
36,2,1701,14767,650,361,997,8
36,3,7676,43051,10150,577,295,0
36,3,1167,35667,1500,577,267,79
35,1,0,4874,1,175,72,0
34,3,21366,50074,9438,545,3022,2840
36,2,245,11705,318,361,219,1
36,2,487,15404,435,361,163,0
36,1,6,5020,7,180,118,0
29,2,133,7693,200,291,206,114
29,3,14,21247,16,465,88,7
29,1,1,3813,2,145,62,0
29,3,580,20625,525,465,547,295
30,1,0,3858,1,150,60,0
30,1,1,4082,2,150,66,0
29,2,1,8024,2,291,66,0
29,2,52,7899,75,291,87,36
30,1,0,3859,1,150,60,0
30,2,1,8124,2,301,66,0
28,3,1419,23625,459,449,1336,88
27,2,2,7071,3,271,64,0
29,2,125,8585,83,291,248,0
27,2,170,7513,270,271,251,40
29,2,300,7877,347,291,197,2
27,3,24,16839,31,433,137,0
29,1,57,5025,20,145,100,0
28,2,56,7243,81,281,117,0
28,2,39,7085,60,281,106,0
36,3,3,35051,1,577,76,0
36,4,521,80829,419,827,253,263
36,2,2,12175,1,361,76,0
37,1,35,5484,47,185,187,0
37,2,50,12805,50,371,214,9
38,3,4913,40058,4776,609,211,475
36,2,5927,18487,2764,361,1798,810
38,1,1,5407,1,190,76,0
29,3,348,34526,196,465,267,66
29,2,73,14329,71,291,327,0
29,2,4,11842,2,291,64,0
30,2,217,13181,70,301,327,0
30,3,478,48611,288,481,204,114
29,2,0,13011,1,291,62,0
30,1,0,5557,1,150,62,0
30,2,10,13172,9,301,79,0
30,3,1279,39842,1056,481,297,47
29,3,230,29144,75,465,327,47
35,2,5866,17884,2719,351,1908,94
34,1,2,4595,3,170,76,0
34,3,399,31322,360,545,171,61
33,3,30011,60066,9583,529,4093,2135
35,2,3895,18802,2561,351,2107,55
34,2,47,10905,60,341,95,20
35,1,16,4755,20,175,113,0
34,4,7134,85032,9156,781,425,1301
35,4,2499,80191,2920,804,241,66
36,1,0,5058,1,180,72,0
35,2,13,11642,18,351,123,0
34,2,3,12798,3,341,78,0
36,1,18,5373,18,180,123,0
34,3,676,31005,636,545,391,224
36,2,0,12519,1,361,72,0
34,3,42,29434,58,545,207,0
35,1,0,5228,1,175,72,0
34,3,675,29639,264,545,142,129
35,1,1,4929,1,175,72,0
32,2,21,10091,30,321,82,0
31,2,88,10952,59,311,204,0
32,1,7,4756,7,160,70,0
32,2,450,9538,465,321,168,0
32,1,4,4343,7,160,70,0
32,3,3,28006,4,513,80,0
32,3,324,23909,98,513,82,0
32,4,116,98927,88,735,194,0
32,2,99,9334,30,321,86,0
20,3,35,9894,86,321,111,3
20,2,11,4707,30,201,62,0
20,1,1,3148,2,100,47,0
20,2,13,4623,30,201,62,0
20,2,2,5497,4,201,58,0
20,2,3,4707,10,201,91,1
20,1,1,3108,2,100,43,0
20,2,52,4894,126,201,198,0
20,3,1507,11607,1784,321,690,11
20,2,0,4428,1,201,40,0
26,2,15,9181,15,261,68,0
25,2,1,8584,2,251,59,0
25,2,7,10089,14,251,60,0
24,3,30093,57510,29710,385,5534,-1
25,2,0,8505,1,251,52,0
25,1,7,3400,7,125,84,0
25,2,4,6020,7,251,92,0
26,1,1,3466,2,130,58,0
25,2,45,7364,59,251,250,10
26,3,9047,30710,7580,417,1454,402
25,3,29,20098,36,401,112,21
26,1,3,4091,4,130,71,0
26,2,21,7047,37,261,123,0
25,2,65,6723,98,251,153,33
26,2,1,7545,3,261,71,0
16,2,95,4463,12,161,55,5
17,2,1,4115,3,171,45,0
17,3,2123,10613,3802,273,641,14
16,2,12,4081,34,161,101,7
16,3,11857,19438,22667,257,1245,3666
17,2,35,4102,105,171,81,2
17,2,9,4161,30,171,57,0
17,2,80,4205,221,171,243,0
17,3,250,8870,504,273,186,63
17,2,4,4780,8,171,69,0
37,1,54,5506,47,185,188,0
37,2,31,13984,32,371,112,1
37,2,12,14390,14,371,84,0
37,2,11,14042,14,371,84,0
37,3,298,38260,112,593,116,0
35,3,6293,43510,7578,561,1294,4808
37,2,2,14615,2,371,78,0
36,2,2,14521,2,361,78,0
37,2,14,14082,14,371,84,0
37,2,99,14432,96,371,199,37
11,2,233,3456,104,111,67,9
11,3,1377,7180,2982,177,1405,900
11,2,8,3711,37,111,79,3
11,2,3,3472,15,111,38,0
10,2,29,3309,104,101,66,12
10,2,4,3149,15,101,38,0
10,4,30124,40324,130916,229,1263,-1
11,2,3,3280,15,111,38,0
11,3,179,5605,930,177,120,61
10,2,181,3299,354,101,581,131
25,3,2016,24054,2100,401,412,555
25,3,28,19574,39,401,116,21
26,2,73,8589,120,261,291,23
27,2,47,7803,77,271,97,0
27,3,2166,23364,1399,433,1346,23
26,2,4,8562,7,261,60,0
26,2,16,8480,22,261,97,3
26,2,25,7736,32,261,94,1
27,2,1,8752,1,271,54,0
34,3,9418,43299,11424,545,328,1340
35,3,221,41112,31,561,159,0
35,2,6,11956,7,351,76,0
34,2,39,13127,46,341,181,0
34,4,4048,79519,5104,781,275,952
33,3,1556,28091,2142,529,294,336
33,3,1395,33730,1568,529,194,348
34,1,1,4647,3,170,76,0
34,2,15,10552,21,341,82,0
34,2,24,11815,28,341,87,6
40,1,1,5533,1,200,80,0
39,1,0,5417,1,195,80,0
38,4,25,66552,16,873,111,0
40,1,1,6095,1,200,80,0
38,3,1,28939,2,609,87,0
40,2,0,14159,1,401,80,0
40,3,2,32070,1,641,80,0
40,2,0,13049,1,401,80,0
40,1,1,6507,1,200,80,0
39,2,1,12835,1,391,80,0
32,2,334,11847,434,321,226,48
31,2,344,13717,94,311,179,35
32,1,2,4517,3,160,72,0
32,1,1,4550,3,160,72,0
33,2,95,11243,112,331,106,0
32,1,1,5880,2,160,68,0
32,2,1,10169,2,321,68,0
31,4,30065,94518,64177,712,486,-1
32,1,0,4266,1,160,66,0
32,1,2,4375,3,160,72,0
39,2,2,18545,2,391,84,0
40,1,1,6925,2,200,84,0
41,1,7,7234,7,205,88,0
41,1,6,6865,7,205,88,0
28,2,0,9046,1,281,58,0
28,1,14,4289,5,140,77,0
28,1,0,4012,1,140,58,0
28,1,3,4119,4,140,70,0
29,2,4,8475,7,291,64,0
28,3,230,20725,98,449,131,9
28,1,0,4401,1,140,58,0
29,1,27,3999,32,145,151,0
28,1,0,4194,1,140,58,0
16,1,3,2793,7,80,38,0
16,1,160,3512,387,80,1012,0
16,4,30270,47554,179020,367,2108,-1
15,2,95,3915,294,151,151,8
16,3,345,7307,735,257,60,3
16,3,7024,14013,17396,257,1601,43
16,2,798,4843,2478,161,1218,9
16,3,6802,14775,15420,257,1567,57
16,3,364,7017,343,257,50,0
15,2,112,3793,420,151,174,18
40,2,2,15292,3,401,88,0
39,2,2,14165,2,391,84,0
39,3,3,37537,2,625,84,0
38,3,1532,38634,1056,609,263,726
40,2,55,15821,58,401,218,0
40,2,0,15667,1,401,82,0
41,1,1,6239,1,205,82,0
39,2,2,14866,3,391,88,0
40,3,524,97027,525,641,185,30
41,2,160,40292,64,411,119,10
40,2,86,36435,50,401,303,44
41,4,1358,181337,976,942,230,174
41,2,187,32899,27,411,149,0
41,1,45,8742,18,205,242,0
42,4,13273,303849,10074,965,523,79
41,2,3,39725,3,411,103,0
42,2,206,32115,21,421,101,0
11,1,0,4363,2,55,28,0
11,2,709,4027,1741,111,1165,83
11,2,27,3185,110,111,103,3
11,2,2,3200,12,111,59,4
11,3,92,5427,192,177,99,51
11,3,1428,6918,5525,177,285,153
11,2,22,3960,92,111,132,9
11,1,0,3278,2,55,28,0
11,4,3920,13853,9803,252,1090,889
11,2,10,3375,30,111,45,0
24,2,109,5628,141,241,446,75
26,2,12,6454,18,261,136,1
25,2,202,6130,364,251,483,134
25,1,0,3259,1,125,52,0
25,2,20,6105,42,251,184,18
25,3,6,13993,8,401,74,0
25,1,4,3782,6,125,118,0
24,3,13,12596,17,385,96,0
25,1,0,3399,1,125,52,0
26,1,1,4638,1,130,52,0
13,2,9,4312,30,131,49,0
12,3,144,6463,437,193,553,60
13,1,0,2790,2,65,33,0
12,2,353,3574,1029,121,522,202
13,2,1,3641,4,131,44,0
13,1,0,3484,2,65,32,0
13,2,35,3517,126,131,185,0
13,2,1,5407,4,131,35,0
13,3,16,6292,60,209,60,1
13,2,1,3512,4,131,37,0
19,2,17,5061,30,191,60,0
19,3,442,13173,617,305,294,135
19,3,37,11646,60,305,72,1
19,3,20,11732,28,305,92,2
19,4,21,28895,28,436,102,1
19,3,90,11251,82,305,159,3
19,2,9,5466,15,191,54,0
19,3,34,10361,68,305,90,2
19,2,2,4964,5,191,58,0
19,1,11,4373,15,95,54,0
16,2,10,3827,14,161,44,0
16,3,316,7827,765,257,162,241
15,3,28,8181,48,241,91,11
15,3,27,7018,48,241,91,11
15,2,1,3620,3,151,48,1
17,2,2,4215,7,171,40,0
17,2,54,4012,112,171,74,0
16,4,49,17311,56,367,59,0
16,2,5,4270,14,161,44,0
15,2,1,3710,3,151,48,1
25,2,22,7153,20,251,120,5
25,2,41,7049,68,251,144,4
26,2,25,7563,32,261,88,1
27,2,22,7779,32,271,92,0
25,2,6,7223,2,251,56,0
27,1,0,3701,1,135,54,0
27,3,30011,52096,23156,433,2960,136
27,1,10,3765,16,135,86,0
27,2,150,7854,56,271,211,0
23,3,16,11724,30,369,82,20
24,3,5,14289,10,385,75,0
24,2,25,6363,30,241,70,0
24,2,19,5930,30,241,71,0
24,2,2,6000,4,241,66,0
24,2,1,5848,2,241,54,0
24,2,1,5752,3,241,58,0
24,1,8,3386,15,120,64,0
24,2,70,6409,126,241,239,1
24,4,526,40668,152,551,148,7
38,4,6,92232,7,873,88,0
40,2,1873,18872,1188,401,482,98
40,2,3,17301,3,401,91,0
39,2,67,16252,72,391,211,30
40,3,371,46359,345,641,143,10
40,2,5,17280,2,401,87,0
41,1,11,6660,12,205,171,0
39,2,1011,18310,820,391,348,353
39,2,2,15354,2,391,89,0
27,3,26,26385,39,433,192,2
27,2,3,8631,4,271,72,0
27,2,31,7622,45,271,139,0
27,2,2,8225,4,271,72,0
27,2,4,7643,2,271,61,0
27,1,1,3798,2,135,69,0
27,2,14,7543,14,271,91,0
27,3,11,23942,12,433,93,1
27,3,26,20854,28,433,128,0
27,1,7,3682,15,135,70,0
27,2,110,6436,86,271,405,5
27,2,1,6340,4,271,63,0
27,3,1495,15581,1965,433,210,66
27,2,1,6111,2,271,60,0
27,4,30072,70090,99543,620,6259,2107
27,2,8,6210,15,271,70,0
27,3,8,15444,16,433,88,1
27,2,28,6296,42,271,132,0
27,2,17,6700,30,271,76,0
27,3,230,16632,74,433,121,1
19,1,1,3074,3,95,48,0
18,2,12,4112,33,181,72,1
19,2,1,4598,2,191,44,0
19,2,1,4201,5,191,52,0
19,3,2,10630,6,305,59,0
19,2,1,4418,2,191,44,0
19,3,28,11806,60,305,72,1
19,2,1,4635,4,191,47,0
18,2,1,4175,4,181,47,0
21,1,6,3351,15,105,58,0
21,1,7,3906,15,105,58,0
20,2,20,5092,30,201,64,0
21,1,7,3142,15,105,58,0
20,2,5,5110,14,201,54,0
21,1,4,3036,7,105,48,0
21,3,99,11359,196,337,76,2
20,2,355,5280,373,201,1126,138
20,1,19,3016,42,100,155,0
20,2,17,5775,42,201,72,8
28,3,1,18072,2,449,60,0
28,2,14,8634,19,281,184,13
27,3,10,17614,12,433,83,5
28,2,2,7915,2,281,60,0
28,1,0,3740,1,140,58,0
28,1,0,3682,1,140,58,0
26,3,18,18894,17,417,131,11
28,2,13,8264,19,281,184,1
28,2,1,7845,2,281,60,0
29,2,204,8596,141,291,750,0
21,1,2,3204,2,105,46,0
21,2,26,5853,54,211,111,0
21,3,1076,13530,1344,337,176,143
21,3,116,10431,224,337,83,61
21,3,206,11808,436,337,150,34
20,2,1,5086,2,201,46,0
21,1,0,4202,2,105,46,0
21,2,39,5522,56,211,126,0
27,1,22,3793,34,135,159,0
27,4,290,46379,246,620,299,26
28,2,12,8264,16,281,88,0
28,3,1135,22281,1456,449,155,21
27,1,43,4933,69,135,225,0
26,2,169,7236,34,261,159,0
27,2,9,7570,13,271,97,0
27,2,253,7718,442,271,200,145
28,1,11,4825,13,140,99,0
15,2,73,3717,240,151,88,1
13,3,94,5852,281,209,328,6
15,1,0,2839,1,75,30,0
15,1,0,2749,1,75,30,0
13,2,0,3440,2,131,34,0
14,2,13,3420,32,141,71,1
15,1,5,2847,16,75,64,0
15,2,7,3922,9,151,46,0
14,2,30,3644,101,141,259,1
14,2,2,3438,3,141,42,1
16,2,4,3719,12,161,62,0
16,1,2,3426,6,80,55,0
16,2,1,3756,4,161,50,0
16,4,2001,19087,1656,367,223,197
16,2,5,3573,18,161,58,0
16,1,2,2798,7,80,62,0
16,2,1,3593,4,161,45,0
16,3,168,7240,528,257,187,59
16,2,4,3943,12,161,59,4
16,2,2,3833,6,161,55,0
22,1,0,3117,1,110,46,0
22,3,320,13098,202,353,821,33
23,1,9,3323,20,115,89,0
23,2,72,5358,161,231,105,0
22,2,41,5207,96,221,194,4
22,2,9,5664,15,221,111,0
22,1,1,3260,3,110,56,0
22,2,16,5246,28,221,106,0
18,1,0,2873,2,90,40,0
18,1,0,2880,2,90,40,0
18,2,3,4304,7,181,44,0
17,2,40,4879,105,171,269,3
17,2,0,4727,2,171,40,0
18,2,4,4285,7,181,44,0
17,2,1,4032,2,171,40,0
16,3,0,8711,2,257,40,0
18,3,121,8822,231,289,125,29
18,3,95,9475,224,289,78,23
27,2,1,6605,2,271,60,0
27,2,3,6807,6,271,74,0
27,2,0,6651,1,271,58,0
27,3,2121,18970,1504,433,2164,539
26,3,162,14467,256,417,249,155
26,3,5,18868,6,417,74,2
27,2,51,6774,49,271,241,26
28,1,5,3784,8,140,162,0
28,1,1,3696,2,140,60,0
27,2,2,6527,3,271,72,1
20,1,1,3266,2,100,44,0
20,3,26,11001,64,321,85,12
19,3,6,9787,16,305,57,1
21,1,6,3129,16,105,74,0
20,2,15,4979,32,201,78,1
20,1,1,3024,2,100,44,0
21,2,4,5214,10,211,89,0
20,3,8,11354,16,321,74,0
19,2,0,4900,2,191,44,0
21,1,5,3101,12,105,101,0
29,1,1,3803,2,145,62,0
29,2,0,8365,1,291,60,0
28,2,1,7940,2,281,62,0
29,2,0,8624,1,291,60,0
30,1,10,4130,16,150,93,0
30,1,0,4740,1,150,60,0
30,1,3,3885,7,150,66,0
29,2,346,8373,236,291,1153,0
29,1,1,4215,2,145,62,0
12,2,1,3278,6,121,47,0
12,3,67,6118,306,193,224,55
12,2,0,4146,2,121,31,0
12,2,6,3405,30,121,47,0
11,3,415,5696,1618,177,645,280
12,3,14,6019,60,193,54,2
12,4,59,14564,271,275,196,2
12,3,6,6100,18,193,72,4
12,1,0,3516,3,60,34,0
12,2,7,3588,30,121,47,0
25,3,81,17762,126,401,116,35
26,2,10,7747,16,261,86,0
26,2,38,7528,64,261,149,0
27,2,2,7735,3,271,57,0
26,3,16,17745,21,417,68,0
26,1,1,3800,2,130,56,0
27,1,3,3609,7,135,60,0
27,1,8,3839,16,135,86,0
23,3,13,18874,20,369,100,1
23,3,184,17551,68,369,107,2
23,3,10,21142,10,369,106,2
23,2,7,6485,8,231,58,0
23,1,11,3370,15,115,62,0
23,2,1,6111,4,231,64,0
23,1,2,3224,5,115,66,0
22,3,51,13643,112,353,189,78
23,3,1401,18957,1890,369,221,20
23,2,2,6062,3,231,56,0
24,2,28,6566,50,241,120,6
23,1,0,3338,2,115,53,0
23,1,0,3066,1,115,48,0
24,2,681,6603,961,241,314,27
24,1,3,3290,7,120,54,0
24,2,21,6202,42,241,77,0
24,1,0,3284,2,120,54,0
24,4,235,29857,70,551,83,5
23,1,32,3252,69,115,213,0
31,4,30014,82643,16242,712,3517,1252
31,2,2,8515,4,311,75,0
31,1,10,4036,15,155,78,0
31,2,5,8253,9,311,93,0
31,3,6,24621,8,497,95,0
31,2,1,8605,2,311,68,0
31,1,1,4287,2,155,68,0
31,2,8,8940,8,311,86,0
31,3,3,22661,4,497,74,0
31,1,1,4354,2,155,68,0
16,2,4,3937,10,161,65,0
16,2,78,3704,225,161,66,0
16,2,2,4445,6,161,53,0
16,1,1,3283,3,80,42,0
16,1,5,3052,15,80,48,0
16,1,0,2863,2,80,38,0
16,2,3,4363,6,161,53,0
16,2,126,4095,200,161,340,5
16,2,1,4106,2,161,38,0
16,2,12,3976,30,161,54,0
25,2,25,6794,30,251,70,0
25,1,1,3879,2,125,54,0
24,2,239,7679,132,241,248,5
25,2,707,7606,1153,251,535,80
25,2,6,7535,10,251,77,0
25,2,4,7172,7,251,58,0
25,2,8,6124,14,251,60,0
24,3,2,18807,4,385,59,0
25,3,11,15119,14,401,60,0
40,2,7,16178,7,401,88,0
39,4,774,117987,525,896,286,4
41,1,8,8213,7,205,88,0
40,2,6,16727,7,401,88,0
40,2,10,17879,7,401,88,0
39,2,26544,43729,11860,391,3850,4920
40,1,88,6218,102,200,302,0
41,1,7,6294,7,205,88,0
40,1,0,6075,1,200,82,0
32,3,471,26100,210,513,128,13
32,3,84,23055,91,513,125,14
31,3,3345,26172,4659,497,270,434
32,1,4,4217,8,160,78,0
32,2,35,9698,54,321,136,0
32,3,271,24579,182,513,115,3
32,2,10,9286,14,321,76,0
32,2,228,10537,162,321,140,5
32,2,10,9811,14,321,76,0
32,2,975,10899,438,321,1310,19
22,2,236,5826,522,221,445,207
22,1,1,3475,2,110,48,0
22,3,6,11823,14,353,54,0
23,1,7,3216,16,115,79,0
23,1,2,3434,7,115,52,0
22,2,1,6099,1,221,46,0
23,2,2174,8540,1960,231,1124,88
20,3,1,10852,4,321,50,0
22,3,14,13633,28,353,59,2
22,2,71,5479,47,221,158,0
29,3,1223,21132,766,465,1101,563
32,2,17,9776,20,321,128,0
31,2,4,9035,6,311,87,0
31,2,1,9447,2,311,66,0
31,1,1,5200,2,155,66,0
31,1,0,4148,1,155,64,0
31,1,1,4148,2,155,66,0
32,1,0,4334,1,160,64,0
31,2,1,8720,2,311,66,0
37,2,6,14976,7,371,82,0
37,3,30053,71156,36816,593,949,-1
38,1,39,5543,53,190,254,0
36,2,87,13620,37,361,168,0
36,3,618,40065,185,577,190,78
37,1,0,5315,1,185,76,0
37,1,0,5518,1,185,76,0
37,2,22,13576,29,371,152,0
36,2,1173,15465,426,361,1695,162
37,2,34,16557,46,371,195,0
22,1,1,3554,3,110,54,0
22,2,4,5894,7,221,74,0
22,1,2,3712,3,110,54,0
22,1,6,3999,15,110,60,0
21,2,49,5077,60,211,67,18
22,2,2,5436,4,221,64,0
22,2,0,5683,1,221,44,0
22,4,177,32533,114,505,142,25
22,1,12,3182,15,110,60,0
21,2,37,4932,60,211,67,18
37,4,52,72087,48,850,127,31
38,2,42,12751,48,381,125,0
38,2,0,12781,1,381,76,0
38,2,2,12614,2,381,82,0
37,3,13,29263,10,593,98,0
38,2,26,12638,30,381,98,0
38,3,27,32997,30,609,98,0
38,2,45,12232,44,381,107,0
38,1,1,5413,2,190,82,0
38,4,892,81343,136,873,133,7
29,2,3,7829,4,291,71,0
29,4,429,47457,645,666,198,99
29,4,253,47622,80,666,120,10
29,2,146,7652,225,291,131,19
29,2,3,7697,4,291,76,0
29,2,26,7606,45,291,127,1
29,2,18,7279,30,291,80,0
28,1,4,3613,7,140,88,0
29,3,1260,19211,1687,465,227,72
29,1,0,3831,1,145,58,0
31,2,1,8401,2,311,68,0
32,1,1,5054,2,160,68,0
31,4,305,49421,62,712,151,9
31,2,23,8543,20,311,132,5
32,2,31,8943,33,321,147,5
32,1,0,4546,1,160,66,0
31,2,2,10374,2,311,68,0
33,1,2,4502,1,165,66,0
32,2,1,8789,3,321,72,0
23,1,4,3137,6,115,69,0
23,2,16,5189,32,231,91,0
23,1,2,3080,6,115,69,0
23,3,51,12170,92,369,106,8
23,3,4,11589,8,369,68,0
23,2,69,5251,126,231,205,0
23,1,0,3088,2,115,52,0
23,3,17,10978,36,369,88,11
23,2,2,4869,6,231,63,1
23,3,47,11641,96,369,103,18
29,2,42,8719,54,291,137,16
30,2,9,10543,14,301,73,0
29,2,3,10587,4,291,78,0
30,1,7,4423,11,150,136,0
30,1,3,3936,7,150,66,0
30,2,179,9813,226,301,335,27
30,2,80,9163,112,301,138,13
30,1,30,4130,45,150,167,0
30,1,14,4158,23,150,100,0
20,1,5,2952,15,100,56,0
20,1,1,3034,2,100,47,0
20,2,9,4813,16,201,95,0
20,2,5,4861,14,201,53,0
20,2,9,4472,21,201,60,0
20,2,2,4364,7,201,46,0
20,2,6,4644,14,201,53,0
20,1,0,2946,2,100,46,0
19,3,1481,11259,2697,305,206,264
20,1,1,3073,2,100,47,0
16,1,22,2808,63,80,183,0
16,2,22,3750,42,161,62,0
16,2,6,3893,14,161,44,0
16,3,5710,12996,10924,257,1328,118
16,2,1328,5802,2153,161,1596,36
16,1,2,2922,7,80,38,0
16,2,41,3740,105,161,54,0
15,2,233,4147,615,151,158,81
16,2,30,3855,70,161,69,2
16,3,112,6849,294,257,68,0
34,1,13,4775,15,170,84,0
34,3,27,34680,28,545,121,1
34,1,1,4702,2,170,74,0
34,3,6,27103,6,545,86,0
33,3,15,25111,14,529,102,2
33,2,7,9780,8,331,83,2
34,2,1,10869,2,341,74,0
34,2,5,11015,6,341,93,0
34,2,36,10219,45,341,97,0
34,3,999,29981,439,545,697,20
27,2,1,8366,2,271,60,0
29,2,4,10268,7,291,64,0
26,3,264,21013,150,417,318,37
28,3,5,21670,7,449,64,0
27,4,30366,87497,234474,620,984,-1
28,2,0,9154,1,281,58,0
28,3,3,24196,7,449,64,0
27,2,5749,14381,4829,271,2027,2155
29,2,76,8827,140,291,94,2
26,3,5,20800,2,417,60,0
25,2,0,6566,1,251,50,0
25,2,18,6653,36,251,127,0
25,2,110,7035,10,251,83,0
25,2,1,6914,2,251,56,0
25,3,3,18165,6,401,66,0
25,2,0,6286,1,251,50,0
25,1,1,3500,2,125,56,0
25,2,2,7523,4,251,66,0
25,1,1,3375,2,125,56,0
24,2,14,6008,20,241,77,6
39,2,13,13339,14,391,88,0
39,3,1494,39284,1472,625,477,199
39,2,13,13788,14,391,88,0
40,3,953,40973,868,641,381,5
39,1,2,5580,2,195,82,0
40,2,83,15377,105,401,142,1
39,3,880,40885,847,625,287,74
40,1,7,5721,7,200,86,0
40,1,1,5813,2,200,86,0
13,2,34,3433,90,131,66,4
13,1,0,2656,2,65,29,0
13,3,184,5920,480,209,88,16
13,3,9,6611,34,209,73,0
13,3,103,6095,324,209,136,9
12,2,53,3332,240,121,61,62
13,1,0,2885,2,65,33,0
13,4,7560,20947,15557,298,1374,350
13,2,1,3374,4,131,36,0
13,1,1,2677,4,65,41,0
26,3,4067,19673,3552,417,1491,376
26,1,1,3430,2,130,58,0
26,2,555,7023,519,261,1172,104
27,1,3,3593,7,135,60,0
27,1,4,3484,7,135,60,0
26,1,0,3547,1,130,54,0
26,2,7,6223,14,261,65,0
27,2,54,7130,49,271,66,0
26,2,1,6543,2,261,58,0
25,3,22,13451,21,401,74,3
38,3,3,66484,3,609,84,0
38,2,1261,24709,813,381,404,440
39,2,38,25722,16,391,134,0
37,3,5450,49436,5711,593,756,939
38,2,66,17738,78,381,119,13
37,2,5,21727,6,371,87,0
39,2,30,26482,16,391,110,0
25,2,220,8010,135,251,564,39
25,2,34,6553,60,251,136,23
26,4,293,42239,65,597,86,0
26,1,1,3709,2,130,56,0
25,2,1,6109,2,251,56,0
25,2,1,6246,2,251,56,0
27,2,2,7460,2,271,59,0
27,1,10,5435,16,135,85,0
26,1,0,3502,2,130,56,0
41,3,3005,42126,3213,657,278,86
41,1,15,5860,16,205,121,0
41,2,99,14103,105,411,104,0
40,2,6,15396,6,401,94,0
40,3,530,35719,315,641,147,63
39,4,30507,120138,223167,896,1469,-1
41,1,38,6131,45,205,190,0
41,2,9,14523,10,411,111,1
40,3,39,37092,28,641,97,0
40,2,25,14474,28,401,100,4
41,3,31,41116,28,657,104,0
41,4,594,93220,204,942,153,4
41,2,12,17279,14,411,101,2
41,3,58,38124,51,657,178,1
41,2,2,17296,2,411,88,0
41,1,1,6029,1,205,82,0
41,2,4,15992,4,411,95,0
22,2,2276,8092,4794,221,371,2113
23,3,7,15361,14,369,56,0
23,2,15,6886,32,231,140,0
23,2,1,7146,2,231,50,0
23,1,0,3519,2,115,50,0
22,2,52,6253,94,221,161,36
22,2,17,7911,32,221,140,0
23,2,7656,15612,6416,231,2892,540
30,2,1142,9434,540,301,151,72
29,2,2,9360,3,291,72,0
29,2,0,8554,1,291,62,0
30,1,1,4364,1,150,62,0
29,4,264,59798,240,666,137,90
30,3,254,22882,80,481,111,33
31,1,14,4294,24,155,117,0
30,2,270,9016,231,301,196,120
30,1,5,4157,8,150,100,0
30,2,4,8538,6,301,87,0
42,3,246,38564,36,673,123,9
42,1,2,6185,2,210,91,0
42,2,2,15360,2,421,90,0
42,2,4,15514,4,421,96,0
42,3,67,39084,60,673,116,1
42,2,4,15266,4,421,100,0
42,2,5,15557,4,421,96,0
42,3,15,44887,15,673,100,0
42,2,12,15225,6,421,100,0
42,3,7,38846,8,673,102,0
37,2,6,15183,6,371,93,0
37,2,6,12881,8,371,86,0
35,4,3508,90840,2404,804,1717,1301
36,3,9968,46426,5829,577,2055,1712
37,4,2144,106093,2365,850,424,36
37,3,157,49166,18,593,130,2
37,3,20,38653,27,593,115,4
36,2,8,12435,9,361,121,0
36,2,66,11807,75,361,121,10
