length,lev_dist,sample_ms,total_ms,total_samples,lev_ball_arcs,productions,rank
31,3,286,24121,380,497,524,89
31,2,2,8832,2,311,68,0
31,3,61,23030,60,497,107,9
31,1,1,5610,2,155,68,0
31,3,8,21998,12,497,90,1
31,2,1,8824,2,311,69,0
31,1,2,4582,3,155,72,0
31,3,5,23149,8,497,85,0
30,4,40,54723,48,689,99,30
20,2,9,4712,20,201,82,0
20,2,15,4974,32,201,77,1
19,2,21,4685,46,191,148,0
20,2,12,4871,28,201,98,0
18,3,10088,19591,23829,289,1072,-1
19,3,2292,14490,2923,305,797,1290
18,2,55,4435,138,181,153,36
19,1,18,3031,46,95,148,0
18,2,1,4427,3,181,46,0
26,2,7,7598,14,261,66,0
25,3,3957,25537,6272,401,652,2192
26,1,19,3868,33,130,149,0
27,2,21,7430,42,271,84,0
27,2,1935,10360,1521,271,1532,22
27,2,20,8301,34,271,95,0
26,1,20,3835,33,130,149,0
27,2,256,7620,441,271,213,0
28,1,34,3737,60,140,194,0
28,1,0,3793,1,140,58,0
29,1,3,3727,7,145,64,0
29,1,0,3871,1,145,58,0
27,3,5,17084,7,433,64,0
29,2,3,7811,7,291,64,0
28,2,4,8642,7,281,64,0
27,3,433,16891,420,433,200,13
29,1,17,3853,31,145,145,0
28,2,336,8072,222,281,1164,11
30,1,1,4457,1,150,62,0
31,2,1056,13068,245,311,167,0
31,3,36,51201,36,497,105,0
31,2,212,13406,105,311,84,0
30,3,29,45009,30,481,85,0
30,1,0,4855,1,150,62,0
31,2,174,17794,112,311,234,1
31,1,9,5333,15,155,78,0
30,3,1806,38428,1266,481,579,213
37,2,553,17823,252,371,1446,21
37,1,5,6295,2,185,84,0
38,2,46,18156,56,381,131,2
36,2,5,16106,2,361,78,0
38,1,139,7533,16,190,137,0
36,2,197,15563,94,361,204,34
37,1,1,9677,2,185,78,0
37,1,1,5626,2,185,84,0
37,2,12,16285,16,371,94,0
38,4,4789,150199,5670,873,168,22
30,1,63,5000,90,150,249,0
30,2,42,10924,70,301,149,10
30,2,145,11629,120,301,394,19
30,1,32,4796,46,150,169,0
30,1,1,5057,2,150,64,0
31,2,5256,18023,3819,311,1538,35
30,1,0,4512,1,150,62,0
30,4,10659,86544,4398,689,2374,685
31,1,0,4484,1,155,62,0
22,2,9,5646,16,221,99,0
22,2,7,5109,15,221,60,0
22,2,13,5105,6,221,75,0
22,2,13,5156,32,221,105,1
22,1,1,3137,2,110,51,0
22,3,97,12675,133,353,356,0
22,2,7,5518,14,221,87,0
22,2,2,5071,6,221,60,0
22,2,19,5064,45,221,78,1
22,2,3,5322,6,221,77,0
22,1,4,3146,7,110,50,0
22,3,13,12482,30,353,66,0
22,3,101,12548,238,353,151,0
22,2,2,5383,4,221,57,0
22,1,0,3109,2,110,50,0
21,2,56,5224,122,211,216,10
22,2,10,5101,14,221,56,0
22,3,3,13308,4,353,62,0
22,2,13,5058,21,221,60,0
22,1,1,4254,3,110,54,0
37,1,5,5287,7,185,80,0
35,2,44,11429,41,351,186,0
37,2,13653,28904,3975,371,2734,84
37,1,21,5238,31,185,162,0
36,3,4350,44016,4810,577,473,0
36,1,1,4966,1,180,74,0
36,1,2,5114,3,180,85,0
37,2,21,13845,21,371,90,0
37,2,14,12199,14,371,86,0
37,1,1,5206,1,185,76,0
37,1,2,5473,2,185,78,0
36,2,4908,18125,2807,361,1760,1694
37,1,1,5434,2,185,78,0
37,2,32,12076,30,371,220,6
37,4,3927,75738,1854,850,1177,399
37,1,1,5251,2,185,78,0
36,2,2,11380,2,361,78,0
37,2,131,12151,64,371,171,0
26,3,17,16219,28,417,102,1
26,2,24,6434,45,261,89,1
26,2,2,6316,4,261,65,0
26,2,3,6440,4,261,70,0
25,2,10,5889,14,251,88,2
26,2,18,6070,36,261,92,0
26,2,80,6381,150,261,199,27
26,1,9,3428,15,130,68,0
26,2,2,6487,3,261,69,0
25,3,395,17046,411,401,339,167
34,2,24,11437,28,341,97,0
34,2,20,11510,21,341,89,2
34,2,26,15340,28,341,131,0
33,2,36,11132,48,331,108,2
33,2,25,10636,35,331,98,0
33,1,0,5152,1,165,68,0
33,2,2,10407,3,331,75,0
33,2,2,11000,3,331,75,0
33,1,2,4790,3,165,75,0
24,1,1,3362,2,120,54,0
23,3,1073,15505,900,369,277,672
25,1,0,3549,1,125,50,0
24,2,1,5989,2,241,52,0
24,2,7,5864,14,241,58,0
23,3,266,16892,178,369,180,75
24,4,1315,39041,1400,551,232,287
24,2,7,5850,14,241,58,0
34,2,4,10802,7,341,76,0
35,1,0,5496,1,175,70,0
35,2,478,12216,49,351,82,0
34,1,0,5022,1,170,70,0
33,3,31,30804,21,529,87,2
34,3,5,28422,7,545,76,0
34,1,0,5157,1,170,70,0
33,3,30029,62154,39719,529,803,-1
34,1,0,4582,1,170,70,0
35,2,282,12515,182,351,1174,0
39,2,28,23633,30,391,98,0
38,2,195,13025,126,381,231,18
39,2,1,15628,2,391,82,0
38,2,14,13405,14,381,214,4
37,3,5614,37464,2438,593,1939,979
39,3,11193,44948,4885,625,1309,1049
39,2,36,12944,33,391,161,5
37,3,596,32490,452,593,414,292
39,3,1,34550,1,625,80,0
39,3,4712,40975,1404,625,1992,180
13,2,8,3346,32,131,53,12
14,2,31,4736,110,141,109,2
14,3,1,6386,4,225,44,0
14,2,35,3485,108,141,105,9
14,1,0,2674,2,70,35,0
14,2,1,3552,4,141,38,0
14,2,2,3495,8,141,56,0
14,2,7,3495,30,141,50,0
14,2,11,3528,40,141,103,0
14,2,1,3449,4,141,46,0
23,4,2330,31189,2756,528,200,676
23,3,56,11783,98,369,62,36
23,2,8,6179,14,231,56,0
23,4,18,35477,8,528,67,0
24,1,5,5192,7,120,54,0
23,1,5,3347,8,115,80,0
23,4,8377,38905,6735,528,894,1684
22,2,1,5459,2,221,50,0
23,2,4,5453,9,231,67,1
23,2,30,5393,76,231,126,19
32,2,22,9178,28,321,85,0
32,3,131,23759,210,513,93,2
32,4,4246,66948,5670,735,157,32
32,3,2243,24178,240,513,91,6
32,2,38,10827,54,321,136,0
32,2,9,9118,14,321,76,0
32,2,81,9291,105,321,86,0
32,2,6,9368,7,321,70,0
32,2,2725,12203,1052,321,1111,14
32,3,283,28299,240,513,101,22
30,2,5,12194,7,301,68,0
31,1,4,4448,7,155,68,0
30,2,223,11124,102,301,279,0
30,2,3,11767,2,301,66,0
30,1,1,4659,2,150,66,0
29,2,1,9466,2,291,69,0
29,2,94,10381,160,291,163,99
30,2,544,12153,512,301,196,225
31,1,4,4590,7,155,68,0
29,2,12,9341,6,291,75,0
34,1,1,8321,2,170,72,0
32,3,163,54009,123,513,372,1
33,1,0,6821,1,165,68,0
32,2,3,17209,1,321,68,0
34,2,729,20434,464,341,175,1
33,2,5,13093,7,331,74,0
33,3,3057,56136,857,529,1654,31
33,1,7,6383,8,165,95,0
32,2,0,18005,1,321,68,0
33,2,10,19356,5,331,85,0
26,3,6,15947,8,417,85,0
26,2,4523,10857,4329,261,1438,10
26,3,631,18148,722,417,210,11
26,2,1,6134,2,261,59,0
26,2,20,6238,30,261,74,0
26,2,2,6039,4,261,60,0
26,2,0,6067,1,261,52,0
26,1,1,3767,2,130,58,0
26,2,2,6350,4,261,68,0
33,1,19,6200,27,165,131,0
33,2,412,10433,405,331,147,0
33,2,1638,12349,105,331,88,0
33,1,5,4598,7,165,72,0
33,3,74,25276,105,529,88,0
33,1,1,4878,2,165,72,0
33,2,206,10563,69,331,182,1
33,4,48,86950,60,758,98,1
33,2,51,10677,54,331,138,0
33,3,83,28422,112,529,87,0
23,2,16,5495,30,231,73,1
23,2,105,5971,162,231,379,4
23,2,31,5837,46,231,103,0
23,2,4,5478,2,231,52,0
23,2,67,5444,92,231,108,0
23,2,2,5563,4,231,59,0
23,2,7,5372,12,231,89,0
23,2,2,5405,4,231,64,0
23,1,1,3492,2,115,53,0
23,2,2,5485,4,231,62,0
39,3,85,33720,98,625,96,4
40,1,7,5906,7,200,86,0
38,2,2,13154,2,381,84,0
40,1,6,5787,7,200,86,0
38,3,22,33627,24,609,140,12
38,2,6,12648,7,381,108,0
39,2,9,13913,7,391,86,0
38,2,1,12883,2,381,84,0
39,2,5,13902,6,391,93,0
40,1,50,5893,64,200,292,0
37,3,7,36675,8,593,107,0
37,4,212,80015,18,850,103,4
37,3,7,39653,8,593,104,0
37,4,23,92813,24,850,113,4
37,2,4,12436,5,371,94,0
37,2,2,12952,2,371,80,0
37,1,1,5188,2,185,80,0
37,2,12,12027,15,371,90,0
37,2,3,11803,4,371,80,0
37,1,1,5660,2,185,81,0
29,2,0,9782,1,291,62,0
30,2,96,13402,128,301,288,22
30,2,3,10642,6,301,75,0
30,2,221,10354,161,301,251,28
28,4,11,70541,14,643,70,0
30,2,5,9061,7,301,68,0
30,1,0,4309,1,150,62,0
29,2,0,9904,1,291,62,0
30,2,8,8920,14,301,70,0
29,2,3,9868,4,291,74,0
22,2,65,5479,150,221,93,13
22,2,48,5087,105,221,66,0
22,3,664,12554,140,353,83,0
22,2,49,5233,84,221,99,2
22,3,475,11741,240,353,84,11
21,2,7,4662,14,211,51,2
22,1,3,3237,7,110,50,0
22,1,1,3141,2,110,51,0
22,2,5,5479,14,221,57,0
22,1,3,3079,7,110,50,0
30,2,79,8576,96,301,185,3
30,2,5,10911,6,301,162,0
32,2,0,9716,1,321,64,0
28,4,1043,45074,1213,643,466,604
30,2,8,8119,2,301,68,0
31,2,29,9736,34,311,118,2
29,3,3096,25198,1574,465,1539,1202
31,1,1,5175,2,155,68,0
31,2,2,9003,2,311,68,0
32,1,0,5533,1,160,64,0
37,2,4,12246,4,371,82,0
37,2,23,12468,30,371,97,0
37,1,1,5127,2,185,80,0
37,2,4,13209,6,371,90,0
37,3,4,38051,4,593,86,0
37,2,29,13415,30,371,96,0
37,2,2,13233,2,371,80,0
37,1,6,5244,6,185,98,0
37,2,7,12852,6,371,90,0
37,3,2,31813,2,593,80,0
21,2,22,4668,49,211,54,0
21,2,299,4884,49,211,54,0
20,2,2039,6766,3001,201,1549,647
21,1,2,3011,7,105,48,0
21,3,32,12155,70,337,76,2
21,2,6,4689,14,211,55,0
21,3,295,11083,343,337,60,0
21,2,3,4857,7,211,48,0
21,2,48,5091,105,211,64,0
21,1,0,3112,2,105,48,0
35,3,47,36446,52,561,126,18
36,1,2,5185,2,180,81,0
36,3,724,35255,502,577,341,175
35,3,103,35534,128,561,274,55
35,3,14,38310,16,561,94,0
36,3,6,39223,7,577,80,0
36,2,11,13784,14,361,82,0
31,3,4394,35641,3751,497,1671,23
30,2,52,10116,90,301,254,0
30,1,57,4173,90,150,254,0
29,2,1,9490,1,291,62,0
31,2,56,10271,91,311,120,0
29,2,168,10982,32,291,153,0
31,2,4,9821,7,311,68,0
30,2,630,12062,96,301,162,2
30,3,99,23143,112,481,100,0
20,1,56,3503,102,100,256,0
21,4,1618,31132,2835,482,129,8
21,3,367,13394,567,337,123,8
21,3,8,12139,18,337,64,0
21,3,1744,14428,2760,337,110,312
20,2,136,4998,238,201,164,16
20,2,7,5600,18,201,61,0
21,1,7,3253,15,105,58,0
29,1,14,4060,27,145,124,0
29,4,137,53543,216,666,137,0
29,2,9,8250,15,291,96,0
28,4,10471,54958,12915,643,343,174
29,3,77,19240,105,465,80,0
29,4,7532,65742,12410,666,381,70
29,2,226,8177,119,291,126,4
29,2,150,8540,81,291,174,0
28,3,5661,23981,9450,449,254,740
27,1,8,3796,16,135,86,0
25,3,23,16849,39,401,175,5
27,1,15,4817,16,135,86,0
25,2,5162,13006,3101,251,1865,1073
26,2,77,10026,102,261,371,0
26,1,3,4023,4,130,64,0
26,2,0,7646,1,261,54,0
25,2,5432,13403,3085,251,1865,1078
27,2,2,6444,4,271,63,0
27,3,4755,20323,4223,433,1322,160
27,3,5,15699,8,433,73,1
27,4,5,38691,8,620,71,1
27,3,5,16545,8,433,71,1
27,2,27,7478,30,271,76,0
27,3,3,16231,4,433,66,0
27,4,4,38081,8,620,71,1
27,2,8,7070,15,271,70,0
27,2,568,7426,655,271,839,38
35,2,109,16274,105,351,92,0
35,2,12,10564,12,351,99,0
35,1,7,4705,7,175,76,0
34,4,176,56431,156,781,150,85
35,2,2,10084,1,351,70,0
35,1,1,4663,2,175,76,0
35,3,555,26072,484,561,199,11
35,2,137,10267,90,351,109,4
35,3,8989,35081,3463,561,1584,178
35,2,21,10611,30,351,92,0
38,2,206,13485,177,381,332,41
39,1,1,5494,2,195,82,0
39,2,65,13393,68,391,123,16
40,2,4,14511,4,401,96,0
39,2,213,13950,276,391,267,123
39,2,3,13277,4,391,93,1
39,2,15,12951,14,391,88,0
39,3,280,77120,210,625,293,74
40,2,25,26328,30,401,105,0
39,2,2,25862,2,391,89,0
40,2,2,28869,2,401,89,0
40,1,1,8647,1,200,82,0
40,2,902,27282,467,401,314,106
39,3,411,81426,255,625,179,120
40,2,1602,28448,1136,401,930,270
27,2,174,7749,112,271,91,0
27,2,28,7467,49,271,66,0
25,3,10,20602,14,401,62,0
25,2,2,8346,2,251,56,0
26,2,41,7303,56,261,92,18
25,3,80,20411,110,401,225,69
27,1,5,3965,7,135,60,0
26,2,16,8390,13,261,107,0
25,4,25499,74520,14275,574,1711,2635
26,2,30,6823,45,261,173,6
32,3,122,19766,184,513,180,20
32,2,4,10072,4,321,77,0
32,2,70,9291,96,321,126,4
32,1,1,4224,2,160,70,0
32,2,7,8016,12,321,94,0
31,2,524,8614,240,311,98,96
32,3,608,21744,630,513,127,48
32,2,376,8737,368,321,152,0
32,3,255,20904,192,513,132,9
32,2,3,8925,4,321,76,0
25,1,2,3528,5,125,70,0
25,1,0,3480,1,125,50,0
25,1,0,3439,1,125,50,0
25,1,9,3668,15,125,66,0
25,3,46,18200,60,401,83,2
24,2,2,6156,4,241,59,0
25,2,24,7093,30,251,73,0
25,3,524,20222,476,401,620,9
25,3,973,16694,1050,401,172,52
25,2,222,7069,117,251,323,4
14,3,14,7404,37,225,85,4
14,2,107,3804,289,141,128,27
14,2,69,3914,215,141,301,7
14,2,6,3700,18,141,77,0
14,2,1,3778,3,141,40,0
13,3,17841,26512,41426,209,5293,-1
14,2,14,3583,37,141,112,1
14,2,59,3796,215,141,301,7
14,2,476,4046,1271,141,592,13
14,2,4,3530,15,141,44,0
26,2,1,6899,2,261,58,0
26,2,8,6372,15,261,68,0
25,1,40,3431,50,125,175,0
26,4,3447,45315,666,597,304,81
26,2,2,6806,4,261,65,0
26,1,1,3625,2,130,59,0
26,2,25,6871,30,261,75,0
26,3,3,16015,5,417,72,0
25,2,6,6309,8,251,69,1
26,2,12,6482,14,261,95,0
30,1,0,4754,1,150,60,0
30,3,5,21145,8,481,88,0
30,3,23,21866,30,481,82,0
30,3,7,23913,8,481,93,0
30,2,1,10174,2,301,67,0
30,3,3,21719,4,481,69,0
29,2,74,8655,98,291,194,38
30,4,14,54789,18,689,102,3
30,2,2,9419,4,301,78,0
30,2,7,8605,8,301,78,1
31,2,12327,28651,9107,311,3198,352
31,2,1,11723,2,311,71,0
31,1,1,7093,2,155,71,0
31,2,174,12334,30,311,87,0
31,1,34,5440,33,155,159,0
31,1,23,4612,35,155,152,0
32,1,6,4765,7,160,70,0
30,3,1888,42224,792,481,2331,530
30,2,100,13053,105,301,158,12
31,2,22,12182,21,311,76,0
33,2,1,9633,2,331,72,0
33,1,2,4491,2,165,69,0
33,3,10,24166,8,529,89,0
33,4,2352,55000,3006,758,473,100
33,2,13,9628,16,331,105,0
33,1,4,4489,6,165,89,0
32,4,44,51195,40,735,135,17
33,2,26,10181,34,331,111,0
31,2,17,8709,21,311,151,11
33,2,200,9964,4,331,82,0
39,3,559,39498,235,625,204,3
39,1,1,5628,1,195,78,0
38,3,1135,37976,405,609,494,172
38,2,1,14396,1,381,78,0
37,2,816,14574,329,371,893,110
37,2,2,12786,4,371,87,0
36,4,1039,78061,800,827,264,570
38,2,6,13673,6,381,93,0
38,2,1,13720,1,381,78,0
39,2,4305,22731,2371,391,1756,10
38,3,656,45027,210,609,105,18
38,1,2,5746,2,190,83,0
39,1,5,6875,7,195,84,0
39,2,27,16689,21,391,95,0
38,1,2,5875,2,190,83,0
39,1,12,6208,15,195,94,0
38,3,5544,62300,6475,609,263,145
39,2,38,15747,49,391,90,0
39,2,165,21842,49,391,90,0
15,1,3,3312,7,75,36,0
15,2,111,4958,255,151,112,24
15,2,98,4067,226,151,276,34
15,1,6,2790,15,75,46,0
15,2,41,3932,105,151,52,0
15,1,6,2777,15,75,46,0
15,1,20,2792,47,75,151,0
14,3,2994,12617,3459,225,1173,1402
14,2,2357,6861,5330,141,1978,1260
15,1,7,2839,15,75,46,0
32,4,5,50817,6,735,88,1
32,2,13,9202,16,321,123,0
32,4,281,52886,88,735,145,6
32,2,33,9181,36,321,123,1
32,2,4,9272,6,321,80,0
32,1,1,4185,2,160,70,0
31,2,1,8561,2,311,70,0
32,2,4,8961,6,321,87,0
31,2,2,8858,3,311,76,0
32,2,104,9550,112,321,134,1
39,2,1,17523,1,391,84,0
40,1,6,6669,7,200,86,0
40,1,13,5916,7,200,86,0
40,1,6,6190,7,200,86,0
39,2,2053,19410,875,391,1747,406
40,2,29,18206,26,401,147,0
39,2,2,17303,2,391,82,0
37,4,14811,170652,12197,850,481,5967
40,1,12,6080,15,200,110,0
36,2,2,14163,3,361,75,0
34,4,30085,125522,28161,781,875,-1
35,1,31,5114,42,175,218,0
36,2,32,14999,28,361,142,0
35,2,228,13051,294,351,224,114
36,2,190,16940,208,361,171,3
35,2,4,17182,5,351,115,3
36,2,1,16352,1,361,72,0
35,1,69,5433,42,175,218,0
29,4,3754,68017,5100,666,321,406
29,1,1,5241,2,145,65,0
29,2,7,9182,3,291,68,0
28,2,3,9812,4,281,74,1
29,3,20,30178,12,465,97,1
29,1,0,5720,1,145,58,0
27,3,7,19893,8,433,67,2
29,1,1,4055,2,145,64,0
29,3,2,23249,3,465,68,0
28,2,4,9385,4,281,72,1
23,2,10,6853,15,231,62,0
22,2,24,6300,30,221,66,10
23,2,3,7048,4,231,64,0
23,2,42,8423,90,231,86,4
23,1,3,3793,6,115,69,0
23,2,22,6423,45,231,78,0
23,3,24,20927,28,369,121,1
23,2,161,8514,276,231,519,5
23,1,3,3415,7,115,87,0
22,3,81,15903,90,353,81,28
26,2,84,8650,140,261,100,22
26,2,7,6854,7,261,89,0
26,2,12079,20641,7219,261,2754,1934
27,1,3,3625,7,135,60,0
27,2,9,7097,15,271,85,0
27,1,4,3606,7,135,60,0
25,3,201,14712,287,401,172,16
25,2,2,7352,2,251,60,0
27,1,7,5012,7,135,60,0
27,1,4,4901,7,135,60,0
30,2,0,9501,1,301,60,0
29,2,199,10862,279,291,194,34
27,3,2492,22817,2410,433,690,1565
28,2,0,8799,1,281,60,0
29,2,10,8827,7,291,66,0
30,1,0,5276,1,150,60,0
29,2,4,9366,3,291,69,0
29,3,939,26900,901,465,1254,394
30,2,638,15986,167,301,1052,22
41,1,2,6980,2,205,86,0
40,2,5,19790,4,401,88,0
41,1,2,7486,2,205,86,0
40,2,5,19962,4,401,88,0
22,2,7,5671,14,221,56,0
23,1,29,3442,16,115,81,0
22,2,9,6717,7,221,52,0
21,2,266,5956,226,211,152,126
23,1,3,3265,7,115,52,0
23,3,1657,14928,1575,369,178,3
22,3,277,12299,224,353,94,21
22,2,23,5710,16,221,81,0
22,2,21,6538,32,221,88,1
23,1,3,5336,7,115,52,0
21,2,1,7419,2,211,48,0
21,2,70,6165,126,211,201,0
21,3,15,15512,18,337,88,2
20,2,27,5777,48,201,74,14
21,2,49,5582,90,211,82,4
21,3,4,13340,6,337,63,0
21,3,502,17079,378,337,216,14
21,2,35,7031,42,211,96,4
21,1,1,3215,3,105,52,0
21,2,14,5454,26,211,95,1
20,2,36,4703,60,201,73,0
20,1,1,2988,2,100,46,0
20,3,3,10636,6,321,57,0
20,2,1193,5825,832,201,769,23
20,2,12,4574,30,201,62,0
20,2,3,4693,8,201,56,0
20,2,0,5419,2,201,47,0
20,2,4,4573,8,201,55,0
20,3,1748,11749,2239,321,217,6
20,3,105,12002,60,321,74,1
23,2,6,6001,10,231,79,0
23,2,2,6389,6,231,67,0
22,3,8,13019,14,353,89,6
22,3,187,13379,120,353,78,45
23,4,10,34143,14,528,89,0
23,2,4,6171,6,231,63,0
23,2,4,6674,5,231,66,0
23,3,8,15694,12,369,85,1
23,2,18,6314,28,231,82,4
23,4,274,40032,208,528,135,8
37,3,689,32700,343,593,92,0
37,1,6,5085,7,185,80,0
37,3,356,31386,343,593,92,0
36,1,55,4980,60,180,210,0
37,2,41,12245,49,371,86,0
37,2,43,12518,49,371,86,0
37,1,5,5661,7,185,80,0
37,1,1,5062,1,185,74,0
37,1,36,5759,45,185,180,0
37,2,8605,23215,4945,371,2347,111
12,1,3,2656,15,60,40,0
12,3,2737,8914,6687,193,1323,376
12,2,10,3207,42,121,54,0
12,2,47,3264,210,121,74,17
12,2,6,3196,21,121,43,2
12,3,328,6435,1579,193,126,39
11,3,586,5440,1568,177,83,41
12,2,5,3200,21,121,43,2
12,1,4,2656,23,60,75,0
12,2,594,3953,1845,121,824,64
40,1,4,5698,3,200,90,0
40,4,22,93687,24,919,135,3
40,3,11,37471,12,641,122,0
40,1,2,5975,2,200,86,0
40,2,3,14053,4,401,92,0
40,2,4,14280,2,401,86,0
40,2,4,14526,4,401,92,0
40,2,4,14385,4,401,92,0
40,3,51,35962,60,641,104,1
40,2,4,14833,4,401,92,0
38,2,15,13093,18,381,142,0
38,1,3,5728,4,190,91,0
38,2,17,13812,18,381,142,0
39,2,6,13981,8,391,88,0
38,2,150,14309,36,381,146,3
38,2,1,13664,2,381,85,0
37,2,29,14077,37,371,176,0
39,1,1,5791,1,195,78,0
39,1,20,5883,18,195,142,0
26,2,4,7909,7,261,58,0
25,1,26,3835,32,125,144,0
26,2,72,9809,105,261,74,0
26,2,5,8629,7,261,58,0
25,3,229,26118,48,401,105,8
25,3,6108,28126,10350,401,212,2107
26,3,8,23414,14,417,65,0
26,2,318,10071,402,261,357,1
26,1,10,4275,17,130,82,0
39,2,14,13785,15,391,94,0
38,2,135,12919,96,381,147,34
39,3,171,35683,210,625,141,6
39,2,4,14282,2,391,84,0
39,2,2,14787,2,391,84,0
39,3,2,36290,2,625,84,0
39,2,4,18011,3,391,94,0
39,2,7,13954,6,391,96,0
39,1,1,6109,1,195,78,0
38,2,9,12968,8,381,93,2
30,1,1,4018,2,150,67,0
29,1,45,4219,58,145,196,0
30,2,19,9078,30,301,83,0
30,2,1,9257,2,301,67,0
29,1,1,4112,2,145,62,0
30,2,6,8883,8,301,69,0
29,2,198,8559,238,291,170,54
29,2,5,8457,6,291,75,0
29,2,77,9275,100,291,199,37
23,2,302,6807,598,231,203,227
22,3,6944,21181,5546,353,2567,1372
22,2,1,5640,2,221,50,0
22,2,1,5817,2,221,50,0
22,2,1,5721,2,221,50,0
23,2,488,7648,528,231,180,10
23,3,9,14558,14,369,56,0
24,2,3,7031,7,241,54,0
21,3,2416,17906,3938,337,612,1266
23,2,543,7823,528,231,180,10
35,3,33,29739,40,561,104,5
37,2,30,14073,26,371,153,0
35,2,128,12446,38,351,176,0
36,2,0,11952,1,361,74,0
35,4,552,72194,403,804,194,189
35,2,83,11092,6,351,166,0
34,3,4,28701,4,545,86,0
35,2,51,11627,58,351,210,0
36,2,3,12794,2,361,76,0
36,1,0,5236,1,180,74,0
35,3,9,34572,8,561,82,1
38,1,4,6018,5,190,96,0
37,2,80,13363,98,371,209,10
37,2,36,15316,33,371,157,5
38,2,4356,21208,2004,381,1869,24
36,3,1365,40804,1282,577,461,248
37,1,1,5734,1,185,76,0
36,4,10320,119163,13072,827,357,2845
36,2,5,13790,4,361,80,0
37,2,1,15604,2,371,78,0
40,3,5448,48330,1601,641,1443,414
38,2,818,16031,490,381,1278,232
38,3,3,37198,2,609,87,0
37,3,2,35925,2,593,82,0
39,1,1,5948,2,195,82,0
40,1,0,5836,1,200,80,0
40,1,0,5869,1,200,80,0
39,2,31,14306,40,391,186,0
38,2,29,14035,20,381,146,5
17,3,16,8290,46,273,120,6
17,3,5551,13328,11069,273,1324,459
17,2,2,3776,4,171,45,0
17,3,109,7910,270,273,255,3
17,2,4,3883,12,171,76,0
17,2,16,3908,41,171,133,0
17,3,1268,8750,544,273,133,26
17,1,0,3764,2,85,37,0
17,4,434,20115,480,390,116,28
17,2,1,3831,4,171,43,0
20,1,0,3205,1,100,42,0
20,3,3,11539,7,321,48,0
21,1,3,3071,7,105,48,0
19,3,306,10616,368,305,172,26
20,2,9,5101,16,201,74,0
19,3,20,10041,48,305,159,0
19,3,1,10969,1,305,42,0
20,2,9,5085,16,201,74,0
19,4,6,23201,7,436,48,0
20,1,0,3281,1,100,42,0
41,1,41,8415,40,205,168,0
33,1,1,5531,2,165,70,0
33,1,1,4714,2,165,70,0
33,2,132,12035,185,331,239,39
33,1,0,4833,1,165,68,0
32,4,957,92129,1026,735,448,278
31,3,15,38141,8,497,80,1
33,1,26,4780,38,165,163,0
28,2,83,10061,118,281,242,48
30,2,742,15047,756,301,288,349
30,1,0,4684,1,150,60,0
29,2,889,11767,820,291,284,466
29,1,2,4296,3,145,70,0
28,2,1,10742,3,281,70,0
28,2,3,12865,3,281,70,0
30,2,495,12155,277,301,234,0
29,1,3,4708,3,145,70,0
29,2,74,10914,126,291,253,26
12,2,0,3514,2,121,30,0
12,2,76,3935,172,121,325,2
12,1,0,2718,2,60,30,0
12,4,6143,18064,21799,275,503,410
12,3,19,5949,68,193,85,2
12,2,3,3246,15,121,40,0
12,2,2,3331,7,121,54,0
12,3,32,6434,86,193,122,2
12,2,175,3555,393,121,647,15
12,3,73,5868,204,193,123,14
11,2,24,3320,105,111,44,0
11,2,3,3144,14,111,31,0
11,2,3,3124,14,111,31,0
11,2,22,3144,105,111,44,0
11,1,1,2613,7,55,28,0
11,2,7,3685,14,111,31,0
11,1,2,4313,15,55,38,0
11,1,15,2775,45,55,128,0
11,2,6,3453,30,111,43,0
11,3,552,5318,1721,177,157,50
19,3,686,11767,1224,305,368,87
19,1,2,2822,7,95,70,0
19,2,10,4567,15,191,54,0
19,1,0,3423,2,95,45,0
19,2,1,4525,4,191,56,0
19,2,13,4368,34,191,83,0
19,4,57,24948,136,436,125,7
19,3,5,11159,11,305,94,1
19,2,46,4704,99,191,147,0
30,2,94,11830,92,301,174,16
30,2,3,11906,2,301,69,0
31,1,0,4732,1,155,64,0
31,2,3836,18937,788,311,2010,322
31,2,6,12706,8,311,73,0
32,1,0,4934,1,160,64,0
31,2,535,13353,211,311,1319,0
31,1,0,5301,1,155,64,0
30,2,56,13238,53,301,200,27
38,3,11,35766,14,609,89,0
38,2,39,13913,49,381,88,0
38,1,2,5330,2,190,82,0
38,3,38,37156,42,609,99,2
38,4,299,118381,324,873,185,0
38,3,756,35583,654,609,193,6
37,2,1406,13776,949,371,278,32
38,2,4,15851,6,381,97,0
21,3,678,13554,730,337,987,303
22,2,2,5591,5,221,64,0
22,2,2,5752,4,221,57,0
22,2,39,5721,90,221,83,4
22,2,8,5732,14,221,81,0
22,3,15,14431,28,353,92,1
22,4,261,37558,378,505,218,15
22,1,2,3233,6,110,68,0
22,2,8,5673,15,221,60,0
22,2,955,6323,1294,221,690,54
30,3,199,21759,112,481,102,0
31,1,6,5022,7,155,68,0
30,1,2,4104,2,150,64,0
31,1,6,4216,7,155,68,0
30,2,8,8090,14,301,70,0
31,1,4,4069,7,155,68,0
30,2,374,9710,287,301,179,8
30,2,7,8156,14,301,70,0
30,2,56,8564,64,301,158,0
31,1,3,4444,7,155,68,0
15,3,122,8218,245,241,443,57
16,2,18,3949,58,161,100,4
16,2,1,4312,4,161,43,0
16,3,3,8872,6,257,57,1
