length, lev_dist, lev_margin, lang_size, time
69, 3, 2, 15620809, 27.241467459s
14, 3, 2, 1944834, 1m 5.282697250s
24, 1, 0, 70, 309.420333ms
23, 3, 2, 308507, 9.695379291s
99, 1, 0, 28, 6.568653583s
15, 3, 2, 1707842, 50.095960542s
25, 1, 0, 81, 156.530875ms
65, 1, 0, 4, 2.066996959s
40, 2, 1, 5548, 3.059549167s
43, 3, 1, 99403, 3.600355834s
39, 2, 1, 31780, 1.409437083s
63, 1, 0, 35, 1.683572667s
22, 1, 0, 47, 65.247875ms
81, 3, 1, 273594, 26.169626375s
59, 1, 0, 21, 1.481288708s
36, 1, 0, 79, 597.681708ms
93, 3, 2, 132267574, 2m 49.325450250s
34, 2, 0, 18, 1.507801292s
65, 1, 0, 2, 2.336676708s
14, 2, 1, 1562, 146.700084ms
34, 1, 0, 3, 242.965291ms
21, 2, 1, 500, 318.046625ms
28, 1, 0, 13, 92.736042ms
61, 1, 0, 2, 1.554014s
15, 1, 0, 32, 26.765250ms
9, 2, 1, 1506, 29.121541ms
30, 2, 1, 10866, 534.575750ms
11, 1, 0, 20, 13.859583ms
15, 2, 0, 398, 139.977042ms
12, 1, 0, 108, 28.133291ms
94, 3, 2, 30772385, 2m 23.162660292s
46, 1, 0, 42, 677.065958ms
28, 1, 0, 3, 158.313041ms
52, 2, 1, 2276, 2.032534958s
48, 2, 0, 34, 1.978871792s
25, 2, 1, 11030, 707.743834ms
53, 1, 0, 80, 957.819ms
27, 1, 0, 27, 219.780625ms
40, 2, 1, 32242, 995.231708ms
24, 1, 0, 2, 78.852875ms
45, 2, 1, 41063, 1.615370667s
34, 1, 0, 2, 194.924541ms
63, 1, 0, 15, 1.620501291s
13, 2, 1, 10177, 902.015416ms
42, 1, 0, 41, 585.569542ms
33, 2, 1, 26227, 754.735667ms
30, 1, 0, 58, 246.007792ms
50, 2, 1, 33097, 2.312171500s
13, 1, 0, 80, 52.489333ms
75, 2, 1, 70150, 6.514414833s
60, 2, 1, 4209, 2.866992792s
27, 1, 0, 32, 281.838ms
49, 3, 2, 53767, 5.569261459s
21, 2, 0, 1764, 436.708250ms
88, 2, 1, 74322, 9.134304750s
17, 1, 0, 2, 47.354292ms
32, 2, 1, 7632, 1.141096583s
34, 1, 0, 27, 300.466833ms
45, 1, 0, 135, 767.772250ms
51, 3, 2, 1288510, 32.961471084s
24, 1, 0, 4, 140.971250ms
59, 2, 1, 22156, 3.786696792s
27, 1, 0, 2, 149.016834ms
61, 1, 0, 11, 1.744937041s
5, 1, 0, 3, 13.470917ms
96, 1, 0, 28, 5.251660375s
34, 1, 0, 88, 312.455042ms
60, 2, 0, 169, 4.195644208s
22, 2, 0, 10404, 534.105125ms
80, 1, 0, 3, 3.607534708s
35, 3, 1, 342491, 4.408654833s
29, 1, 0, 22, 177.721667ms
31, 3, 2, 4157788, 28.315878541s
25, 2, 0, 398, 441.065167ms
18, 2, 1, 16178, 1.081683041s
63, 1, 0, 27, 1.621995625s
70, 1, 0, 102, 2.049111708s
67, 2, 0, 17, 5.891176958s
15, 2, 1, 15916, 1.110440750s
45, 2, 1, 50958, 2.408758792s
10, 1, 0, 37, 28.866833ms
16, 2, 1, 19251, 1.464263625s
76, 2, 1, 59356, 5.898140250s
69, 2, 0, 10404, 6.348868750s
56, 2, 1, 433, 2.410550625s
33, 2, 0, 183, 980.426959ms
84, 1, 0, 23, 3.540093333s
15, 1, 0, 58, 42.159292ms
44, 2, 1, 6241, 1.609657083s
31, 1, 0, 11, 271.005708ms
27, 2, 1, 959, 543.772750ms
35, 1, 0, 12, 280.661125ms
48, 2, 1, 34744, 3.451147s
19, 1, 0, 86, 75.101125ms
91, 2, 1, 67968, 9.357190542s
23, 1, 0, 33, 68.987208ms
52, 1, 0, 47, 767.446333ms
21, 2, 1, 17680, 665.827667ms
36, 3, 2, 2245258, 13.029877333s
51, 1, 0, 38, 482.079291ms
20, 1, 0, 5, 44.564833ms
72, 2, 1, 60290, 2.823786125s
75, 3, 2, 45804139, 50.036259541s
38, 3, 2, 4189522, 36.798322458s
9, 1, 0, 28, 10.143917ms
38, 2, 1, 1392, 682.531375ms
59, 2, 0, 2442, 2.718484250s
29, 3, 2, 118014, 4.486219250s
39, 1, 0, 7, 239.457042ms
78, 1, 0, 58, 1.898480291s
8, 2, 1, 141, 30.038708ms
75, 1, 0, 3, 2.145656709s
55, 1, 0, 5, 832.063292ms
57, 1, 0, 26, 1.054798333s
42, 1, 0, 14, 537.730667ms
33, 2, 1, 25963, 2.168206334s
22, 1, 0, 5, 118.785083ms
19, 3, 2, 3979566, 10.887095625s
60, 1, 0, 2, 1.243437209s
31, 1, 0, 2, 180.615708ms
94, 2, 1, 91958, 8.498856291s
41, 1, 0, 2, 260.439958ms
28, 3, 2, 8234093, 10m 49.520425083s
29, 1, 0, 6, 182.975542ms
50, 1, 0, 41, 707.409958ms
24, 1, 0, 26, 63.192625ms
47, 2, 1, 9866, 896.961834ms
9, 1, 0, 12, 9.113583ms
89, 1, 0, 6, 2.063052541s
22, 2, 1, 20389, 622.852708ms
15, 1, 0, 17, 25.332458ms
43, 1, 0, 30, 413.406875ms
29, 1, 0, 82, 102.619542ms
11, 1, 0, 72, 15.856958ms
20, 2, 1, 21992, 148.522167ms
21, 2, 1, 10804, 295.583417ms
46, 1, 0, 10, 317.670125ms
14, 1, 0, 4, 20.762750ms
26, 1, 0, 7, 78.786250ms
13, 2, 1, 4033, 84.368459ms
47, 2, 1, 41793, 1.065598250s
33, 2, 1, 7504, 334.519833ms
28, 1, 0, 37, 94.154250ms
30, 1, 0, 3, 133.872208ms
71, 3, 2, 225754, 13.551031791s
22, 1, 0, 3, 70.518958ms
20, 1, 0, 16, 61.976458ms
89, 3, 2, 14196814, 3m 32.529024208s
71, 1, 0, 5, 1.250350500s
20, 1, 0, 86, 55.451458ms
43, 3, 2, 8750889, 6m 15.497720875s
16, 1, 0, 10, 28.130250ms
11, 2, 1, 7027, 173.056958ms
19, 1, 0, 31, 39.203500ms
30, 2, 0, 9, 311.285083ms
29, 1, 0, 47, 104.052250ms
8, 2, 1, 2305, 53.153084ms
24, 1, 0, 17, 65.806250ms
60, 2, 0, 2112, 2.129031167s
42, 2, 0, 3782, 755.870292ms
39, 2, 1, 4246, 606.606792ms
81, 3, 2, 36495261, 8m 48.719020375s
34, 1, 0, 15, 149.413959ms
23, 2, 0, 890, 198.859ms
20, 3, 2, 426307, 5.852263584s
20, 1, 0, 7, 42.527250ms
49, 2, 1, 43250, 941.185250ms
18, 1, 0, 4, 34.503333ms
67, 3, 2, 5846382, 1m 6.951265875s
34, 1, 0, 80, 146.427750ms
32, 3, 2, 5680355, 7m 14.361374500s
25, 2, 1, 15682, 487.256375ms
29, 1, 0, 37, 101.934042ms
84, 2, 1, 83492, 4.340066542s
60, 1, 0, 88, 647.018208ms
17, 2, 1, 8946, 125.712750ms
29, 1, 0, 44, 105.362583ms
16, 1, 0, 30, 28.546875ms
21, 2, 0, 188, 268.731417ms
22, 2, 1, 24708, 367.949ms
40, 2, 1, 31387, 686.102625ms
22, 1, 0, 34, 53.457792ms
13, 1, 0, 57, 21.529416ms
37, 1, 0, 86, 194.951083ms
48, 1, 0, 4, 556.797250ms
34, 1, 0, 101, 144.539375ms
90, 1, 0, 26, 2.405472667s
17, 1, 0, 6, 31.695667ms
32, 1, 0, 57, 128.920125ms
47, 1, 0, 157, 375.927375ms
36, 1, 0, 26, 345.221250ms
92, 1, 0, 16, 2.150893208s
79, 1, 0, 80, 1.259292375s
60, 3, 2, 4539524, 6m 23.110114500s
13, 1, 0, 18, 19.525791ms
22, 1, 0, 35, 56.427250ms
50, 1, 0, 30, 412.947541ms
79, 1, 0, 5, 1.454902417s
81, 3, 1, 168515, 9.190517s
30, 1, 0, 82, 115.032209ms
50, 2, 1, 51788, 1.258134208s
52, 1, 0, 13, 447.458708ms
10, 1, 0, 15, 11.396625ms
35, 1, 0, 79, 163.139791ms
17, 1, 0, 31, 31.453500ms
27, 1, 0, 7, 84.602250ms
48, 3, 2, 11022011, 5m 30.621328125s
38, 2, 0, 43, 539.550417ms
15, 1, 0, 3, 23.861792ms
40, 1, 0, 29, 213.800667ms
19, 2, 1, 18998, 816.237209ms
45, 1, 0, 15, 461.198500ms
54, 2, 0, 8, 1.593553250s
37, 2, 1, 31533, 1.357592s
35, 1, 0, 4, 152.951209ms
45, 1, 0, 2, 284.523542ms
77, 2, 1, 79838, 4.037064708s
18, 1, 0, 30, 34.576750ms
65, 3, 2, 209419, 6.932849333s
27, 1, 0, 37, 82.385625ms
83, 1, 0, 28, 1.498918500s
43, 1, 0, 5, 251.492292ms
53, 3, 2, 12279975, 13m 49.407245083s
15, 1, 0, 65, 25.754625ms
27, 2, 1, 18230, 240.147208ms
50, 1, 0, 38, 368.409250ms
74, 1, 0, 81, 1.046852084s
13, 2, 0, 6, 46.273ms
42, 2, 1, 51796, 839.734792ms
12, 2, 1, 2093, 39.394792ms
45, 3, 2, 4109575, 7.279609916s
37, 1, 0, 29, 180.110292ms
15, 1, 0, 5, 24.005292ms
70, 1, 0, 58, 905.520166ms
33, 2, 1, 3280, 347.677250ms
11, 2, 1, 5558, 82.746083ms
29, 3, 2, 4622928, 1m 21.208419417s
53, 2, 1, 6586, 863.437791ms
15, 2, 1, 12860, 171.874458ms
87, 2, 1, 4734, 3.534459s
34, 2, 1, 23730, 324.251041ms
61, 2, 1, 6973, 1.392152208s
24, 1, 0, 18, 62.462833ms
38, 1, 0, 58, 184.026916ms
69, 1, 0, 14, 861.070833ms
7, 2, 1, 419, 13.692417ms
55, 1, 0, 13, 606.651375ms
79, 2, 1, 60996, 3.727216292s
29, 1, 0, 3, 97.412042ms
8, 1, 0, 102, 10.091875ms
18, 1, 0, 48, 35.323500ms
21, 2, 0, 784, 128.824458ms
91, 2, 1, 73876, 3.606177917s
84, 3, 2, 21220569, 48.710202583s
32, 3, 1, 599960, 1.827847583s
29, 1, 0, 150, 104.804666ms
33, 2, 1, 21434, 454.332292ms
46, 1, 0, 9, 300.553167ms
8, 1, 0, 15, 332.262208ms
8, 1, 0, 15, 582.560250ms
10, 1, 0, 35, 646.179834ms
20, 1, 0, 115, 652.810917ms
35, 1, 0, 8, 681.297333ms
8, 3, 1, 6589, 797.109334ms
16, 3, 1, 1480, 799.232792ms
11, 1, 0, 64, 29.680250ms
18, 1, 0, 9, 81.833250ms
28, 1, 0, 58, 330.847833ms
45, 1, 0, 36, 970.738167ms
26, 1, 0, 43, 211.084041ms
9, 2, 1, 7422, 333.294875ms
9, 2, 1, 11690, 1.134627166s
21, 2, 1, 2783, 284.108375ms
25, 3, 2, 13972, 1.564597583s
55, 1, 0, 37, 1.617487333s
16, 3, 1, 41928, 572.814084ms
12, 2, 1, 4530, 210.053083ms
30, 2, 1, 16193, 521.178458ms
65, 1, 0, 3, 2.184524959s
10, 2, 1, 1414, 51.365750ms
25, 2, 1, 12083, 480.228541ms
56, 2, 1, 2137, 2.673004833s
23, 1, 0, 2, 152.081208ms
6, 3, 2, 194921, 2.288535041s
57, 2, 1, 30042, 3.463281333s
15, 1, 0, 37, 34.884166ms
62, 1, 0, 68, 1.505503209s
27, 1, 0, 5, 127.835666ms
10, 2, 1, 2758, 123.017333ms
66, 2, 1, 10502, 3.355948750s
44, 3, 1, 103935, 3.507113125s
33, 3, 1, 2791, 1.580280041s
56, 2, 0, 17, 3.385063334s
63, 2, 1, 69558, 3.071700417s
44, 3, 1, 88285, 2.852617792s
31, 2, 1, 2701, 667.411708ms
57, 1, 0, 55, 1.165814708s
37, 2, 0, 869, 1.073163958s
94, 1, 0, 65, 4.928401s
7, 3, 1, 24209, 95.146167ms
35, 1, 0, 5, 343.683166ms
75, 1, 0, 27, 2.420686792s
54, 2, 1, 9296, 1.744959s
43, 2, 1, 12547, 1.172466167s
62, 1, 0, 26, 1.434322959s
39, 2, 0, 4094, 1.370542833s
54, 1, 0, 2, 953.652167ms
55, 2, 1, 31438, 2.280164209s
62, 1, 0, 29, 1.391622750s
52, 2, 1, 29000, 3.230061750s
32, 2, 1, 875, 546.167125ms
50, 1, 0, 36, 760.926083ms
28, 3, 2, 794156, 6.486585250s
36, 1, 0, 41, 274.762417ms
41, 2, 0, 5, 1.383870875s
40, 3, 1, 8225, 2.110764500s
9, 1, 0, 23, 10.318750ms
73, 1, 0, 2, 2.237914500s
12, 1, 0, 20, 25.419083ms
68, 1, 0, 16, 1.827083542s
5, 2, 1, 606, 23.986042ms
60, 1, 0, 69, 1.188449250s
10, 3, 0, 19830, 145.446083ms
30, 3, 0, 2415, 1.267289750s
53, 1, 0, 7, 916.268333ms
43, 1, 0, 59, 570.802750ms
11, 2, 0, 378, 77.633333ms
38, 1, 0, 16, 444.472417ms
11, 2, 1, 3789, 114.454208ms
52, 1, 0, 13, 967.859ms
23, 3, 1, 40584, 1.198780500s
39, 3, 1, 230834, 2.279326167s
50, 2, 1, 26407, 2.369521417s
42, 3, 0, 343, 3.001491833s
32, 3, 0, 169, 1.457146417s
72, 1, 0, 44, 1.947952s
21, 3, 2, 3607590, 9.174468833s
58, 2, 1, 68964, 2.115175084s
23, 1, 0, 67, 96.252459ms
51, 1, 0, 2, 739.419708ms
60, 1, 0, 29, 1.088073833s
28, 3, 2, 1826333, 10.609016333s
48, 1, 0, 8, 583.809250ms
60, 1, 0, 13, 1.121294416s
14, 1, 0, 10, 31.557417ms
89, 2, 1, 11769, 6.471510250s
71, 3, 2, 301476, 11.749218458s
41, 1, 0, 35, 356.617917ms
57, 1, 0, 49, 928.351834ms
55, 1, 0, 4, 886.744500ms
73, 1, 0, 13, 2.158123083s
38, 2, 1, 60484, 1.749415125s
68, 1, 0, 4, 1.625414666s
23, 2, 1, 10930, 245.162709ms
55, 2, 1, 4970, 1.849969584s
40, 1, 0, 30, 385.874792ms
66, 1, 0, 2, 1.418411542s
63, 2, 1, 7023, 2.215334291s
22, 1, 0, 20, 86.055750ms
20, 2, 1, 896, 138.776375ms
93, 2, 1, 22056, 7.024528458s
63, 1, 0, 3, 1.273063084s
63, 2, 1, 10266, 2.210886667s
8, 3, 1, 286630, 2.863667416s
50, 2, 1, 5009, 1.280089042s
58, 2, 1, 23348, 1.944137959s
50, 2, 1, 848, 1.135061333s
12, 1, 0, 28, 21.525ms
68, 1, 0, 15, 1.518935292s
51, 1, 0, 58, 689.698208ms
82, 2, 1, 67868, 4.803497084s
32, 1, 0, 3, 191.251708ms
39, 2, 1, 9081, 794.844083ms
32, 2, 1, 23260, 1.086775333s
29, 1, 0, 45, 201.864209ms
56, 3, 1, 6115, 4.294432416s
20, 1, 0, 26, 85.846750ms
41, 2, 1, 32498, 1.205376750s
26, 2, 1, 27313, 845.587583ms
42, 1, 0, 102, 493.879042ms
40, 1, 0, 34, 414.869500ms
50, 2, 0, 50, 1.974443500s
45, 1, 0, 107, 604.310417ms
13, 2, 1, 6675, 253.684125ms
38, 1, 0, 35, 478.149458ms
61, 1, 0, 8, 1.550959958s
41, 1, 0, 27, 772.432959ms
12, 2, 1, 2634, 86.277417ms
18, 1, 0, 22, 57.021958ms
15, 3, 2, 1122566, 4.728137833s
12, 2, 1, 1613, 58.118959ms
50, 1, 0, 58, 985.387417ms
30, 1, 0, 90, 165.136583ms
12, 2, 1, 8181, 400.369792ms
6, 3, 2, 62603, 914.000833ms
48, 1, 0, 49, 577.343542ms
42, 2, 1, 8528, 1.026747750s
17, 2, 1, 4060, 716.870750ms
27, 2, 1, 9616, 613.834125ms
78, 2, 1, 68646, 6.144205416s
34, 2, 1, 31219, 878.393667ms
44, 3, 2, 111138, 6.012780791s
10, 2, 1, 1414, 45.340667ms
9, 1, 0, 44, 19.502916ms
35, 3, 1, 92245, 4.568498458s
43, 2, 1, 5536, 1.236262208s
54, 1, 0, 36, 1.511344792s
17, 1, 0, 18, 52.288625ms
18, 2, 1, 4145, 146.237125ms
67, 3, 1, 169743, 10.509496042s
25, 1, 0, 9, 222.237417ms
55, 3, 1, 95970, 5.736524667s
74, 1, 0, 7, 2.727584209s
39, 3, 2, 1071361, 9.512399792s
33, 1, 0, 79, 310.227792ms
31, 1, 0, 90, 285.356125ms
11, 1, 0, 2, 14.919709ms
46, 2, 1, 34637, 2.535957125s
42, 2, 1, 43109, 1.484701083s
61, 1, 0, 44, 1.481105583s
59, 1, 0, 4, 1.484149625s
47, 1, 0, 6, 900.613916ms
29, 1, 0, 63, 149.988959ms
51, 2, 1, 52644, 1.558537417s
57, 3, 1, 1379, 5.181094167s
26, 2, 1, 31671, 1.500321625s
36, 2, 1, 451, 790.355875ms
52, 1, 0, 8, 1.006771292s
43, 2, 1, 35074, 1.426114583s
14, 1, 0, 27, 25.807750ms
44, 1, 0, 8, 494.768500ms
49, 3, 1, 210447, 13.339897750s
29, 2, 0, 82, 770.054875ms
63, 1, 0, 41, 1.683363042s
33, 3, 1, 222461, 7.833974541s
14, 1, 0, 38, 35.438459ms
63, 2, 0, 76, 5.339240625s
42, 3, 2, 4109376, 10.680098583s
22, 2, 1, 2537, 274.247542ms
78, 1, 0, 8, 3.432515916s
98, 1, 0, 4, 6.107591792s
68, 2, 1, 82799, 12.133707166s
60, 2, 0, 225, 5.424694834s
26, 1, 0, 37, 113.591750ms
44, 1, 0, 28, 536.927834ms
75, 1, 0, 148, 2.516049834s
14, 1, 0, 40, 34.219084ms
90, 1, 0, 4, 4.523285334s
53, 1, 0, 22, 881.180500ms
65, 2, 1, 7692, 3.095684500s
69, 2, 1, 30729, 3.322542542s
14, 1, 0, 5, 32.649834ms
27, 3, 2, 3036119, 26.260396375s
56, 1, 0, 22, 1.179890833s
32, 2, 0, 260, 912.427916ms
70, 3, 2, 1215027, 12.023461833s
56, 2, 1, 39554, 2.187792167s
51, 1, 0, 16, 973.387542ms
74, 2, 1, 77560, 5.224126125s
58, 2, 0, 68, 4.309859375s
58, 2, 0, 33, 4.466094459s
51, 3, 2, 2734288, 21.198723416s
96, 2, 0, 3136, 16.594451375s
39, 2, 1, 30884, 1.302519500s
10, 2, 1, 7799, 202.278375ms
83, 3, 2, 44022366, 46.380045166s
10, 3, 2, 44983, 524.938584ms
27, 1, 0, 14, 115.315583ms
18, 1, 0, 99, 58.366583ms
27, 2, 1, 2538, 454.951125ms
87, 2, 1, 74999, 9.372251667s
21, 1, 0, 7, 122.269500ms
30, 2, 1, 17173, 859.858ms
31, 2, 1, 1867, 1.008192708s
61, 1, 0, 26, 1.932216750s
43, 3, 1, 617525, 4.904770792s
30, 1, 0, 111, 180.072750ms
15, 1, 0, 83, 30.483667ms
11, 1, 0, 5, 14.977500ms
66, 2, 1, 53864, 4.584198041s
42, 1, 0, 4, 546.826958ms
47, 2, 1, 53342, 1.576819958s
33, 3, 2, 110107, 5.111098083s
8, 1, 0, 4, 10.116250ms
29, 2, 1, 18930, 755.343708ms
99, 3, 1, 15948, 27.060040625s
30, 3, 2, 2664473, 7.151014291s
29, 1, 0, 38, 360.694834ms
34, 2, 1, 2622, 990.211375ms
78, 2, 0, 9, 10.465249292s
24, 1, 0, 28, 143.878167ms
8, 1, 0, 100, 38.519500ms
8, 2, 1, 7244, 254.672ms
24, 2, 0, 18, 690.543667ms
40, 1, 0, 4, 829.750750ms
43, 2, 1, 79965, 3.271990125s
27, 3, 0, 8327, 1.942248708s
17, 3, 2, 56693, 1.897979667s
88, 1, 0, 9, 6.276869417s
23, 2, 1, 2800, 533.395750ms
38, 2, 1, 15813, 1.548724500s
39, 1, 0, 41, 733.016500ms
9, 2, 0, 42, 48.083917ms
52, 1, 0, 79, 1.572817875s
8, 2, 1, 5195, 326.707750ms
11, 2, 1, 4037, 177.589875ms
91, 3, 2, 1364319, 26.164825250s
51, 1, 0, 101, 1.518959584s
26, 1, 0, 8, 181.296875ms
16, 1, 0, 28, 67.467083ms
45, 3, 2, 1319440, 16.902392750s
34, 1, 0, 48, 471.514917ms
57, 2, 1, 1608, 3.400164542s
54, 1, 0, 7, 1.036950958s
9, 2, 1, 10111, 261.138750ms
15, 1, 0, 4, 29.816958ms
13, 2, 0, 240, 84.018292ms
38, 2, 0, 26, 1.401429833s
46, 2, 1, 6559, 1.395688959s
56, 3, 0, 1113, 12.038721542s
27, 2, 1, 4690, 444.123250ms
22, 3, 2, 852847, 6.886323208s
52, 2, 1, 27013, 2.091308708s
50, 2, 1, 55344, 2.158589625s
82, 2, 1, 64337, 7.772549s
46, 1, 0, 5, 1.114451750s
59, 1, 0, 13, 1.775352542s
7, 3, 1, 88794, 365.074791ms
43, 3, 2, 1244376, 4.868043s
64, 1, 0, 77, 2.082965625s
31, 1, 0, 14, 239.203250ms
19, 1, 0, 3, 46.275375ms
59, 2, 1, 17767, 2.967512s
72, 2, 1, 57266, 5.145320667s
60, 2, 1, 39291, 3.323911125s
58, 2, 1, 45213, 4.319254917s
5, 2, 1, 4661, 193.641916ms
37, 1, 0, 75, 702.508084ms
41, 1, 0, 31, 876.650917ms
54, 2, 0, 64, 3.952358125s
37, 2, 0, 442, 1.792264500s
39, 2, 0, 22, 2.027551125s
78, 1, 0, 4, 4.148684291s
67, 1, 0, 16, 2.793474458s
72, 1, 0, 112, 3.693567333s
13, 2, 0, 853, 95.495709ms
38, 2, 0, 1681, 1.810421166s
52, 2, 1, 10447, 2.099198291s
26, 2, 1, 19506, 478.716959ms
30, 1, 0, 37, 293.71ms
65, 1, 0, 53, 2.130633708s
6, 2, 1, 6216, 189.771708ms
24, 1, 0, 76, 157.041833ms
13, 3, 1, 211778, 995.253041ms
49, 2, 0, 373, 3.213148333s
51, 1, 0, 41, 1.260224667s
17, 3, 2, 818088, 13.507153042s
48, 1, 0, 39, 862.680833ms
26, 3, 2, 637762, 19.960875708s
31, 2, 1, 15282, 631.791750ms
13, 2, 1, 11096, 446.372875ms
72, 3, 2, 8837767, 50.844267917s
36, 2, 1, 38628, 947.591625ms
19, 1, 0, 5, 80.865541ms
38, 3, 1, 769, 2.141726125s
56, 2, 1, 8602, 2.297297833s
53, 1, 0, 137, 1.129125125s
28, 1, 0, 7, 147.613542ms
27, 2, 1, 20332, 344.015334ms
55, 2, 0, 908, 3.695617542s
21, 2, 1, 5653, 384.571917ms
12, 2, 1, 5191, 164.870250ms
66, 2, 0, 28, 6.374581167s
77, 3, 2, 25673602, 1m 19.678368667s
12, 3, 1, 48412, 1.840621666s
28, 2, 1, 9778, 854.898041ms
64, 2, 1, 3808, 4.525653583s
99, 2, 1, 2975, 12.483435708s
60, 2, 1, 34001, 5.516849167s
11, 2, 1, 399, 85.124708ms
41, 2, 1, 20533, 3.649015750s
14, 2, 1, 13975, 1.258580916s
52, 1, 0, 91, 1.228794834s
63, 3, 1, 106889, 14.584168625s
10, 1, 0, 8, 32.927375ms
43, 3, 2, 6008438, 28.787300875s
12, 1, 0, 28, 37.529959ms
46, 1, 0, 6, 1.061142917s
5, 1, 0, 15, 6.081625ms
49, 1, 0, 5, 1.255982917s
60, 1, 0, 28, 1.969592125s
27, 3, 2, 304758, 13.805172708s
68, 1, 0, 17, 2.873346125s
19, 2, 1, 851, 220.534458ms
74, 1, 0, 2, 3.718668166s
49, 1, 0, 14, 1.098934583s
65, 1, 0, 28, 2.477339167s
33, 1, 0, 4, 335.442041ms
20, 2, 1, 13274, 636.271625ms
32, 2, 1, 582, 793.099541ms
47, 2, 1, 28466, 3.755913750s
34, 1, 0, 3, 408.847500ms
34, 1, 0, 2, 436.664375ms
65, 1, 0, 35, 2.146794042s
25, 2, 1, 1152, 469.800584ms
70, 2, 1, 8404, 5.223273750s
44, 2, 1, 20537, 1.628325083s
16, 3, 2, 517958, 3.720089750s
77, 3, 2, 2982644, 1m 42.148734834s
28, 2, 1, 50112, 853.757083ms
73, 2, 1, 27884, 4.891690084s
19, 2, 1, 12146, 174.49ms
54, 2, 1, 9026, 1.972921959s
48, 2, 0, 121, 2.348114166s
66, 1, 0, 22, 1.814529667s
16, 2, 1, 9202, 207.994667ms
70, 1, 0, 24, 2.330343500s
38, 2, 1, 35163, 2.449724959s
30, 2, 1, 7053, 893.335958ms
96, 2, 1, 103384, 11.329522416s
26, 3, 2, 2183197, 5.319574166s
41, 2, 1, 28981, 2.824808417s
86, 2, 0, 81, 14.416585125s
52, 3, 2, 15832812, 1m 1.072547416s
11, 2, 1, 1960, 92.891958ms
42, 2, 1, 46184, 1.269327833s
60, 2, 1, 29013, 3.204651209s
5, 2, 1, 4121, 252.501083ms
51, 2, 0, 8, 3.081334541s
35, 2, 1, 21298, 836.699125ms
56, 1, 0, 4, 1.367791417s
26, 2, 1, 17842, 339.362083ms
25, 1, 0, 8, 154.665167ms
45, 2, 0, 21, 2.175087584s
50, 1, 0, 4, 998.672250ms
57, 3, 2, 2835179, 8.182733334s
21, 1, 0, 20, 87.512500ms
38, 2, 0, 360, 1.533410125s
44, 2, 1, 7382, 1.227446916s
52, 3, 2, 15714564, 2m 8.569926333s
9, 2, 1, 171, 25.948875ms
63, 3, 2, 18542731, 1m 17.591495333s
68, 1, 0, 28, 2.163436750s
29, 1, 0, 13, 295.142ms
35, 3, 2, 169259, 6.793526708s
28, 1, 0, 39, 252.751625ms
6, 3, 2, 97330, 1.718399958s
84, 2, 1, 30301, 6.832053208s
45, 1, 0, 38, 738.972292ms
17, 3, 2, 1147370, 7.758294583s
27, 1, 0, 28, 113.853ms
28, 2, 0, 961, 663.691541ms
53, 1, 0, 2, 1.137105250s
36, 1, 0, 32, 467.933167ms
71, 3, 2, 18533479, 55.179967583s
14, 1, 0, 2, 37.384500ms
76, 1, 0, 49, 3.067263292s
38, 3, 2, 697588, 3.439523083s
8, 3, 2, 40212, 707.108917ms
46, 2, 1, 23802, 2.370260708s
9, 1, 0, 16, 10.238208ms
16, 3, 1, 41928, 753.064750ms
20, 2, 1, 3442, 367.051ms
9, 1, 0, 46, 45.300209ms
49, 3, 2, 195792, 19.086696625s
41, 1, 0, 2, 653.196167ms
67, 2, 1, 32093, 4.282688583s
16, 3, 2, 383632, 16.798046s
10, 1, 0, 42, 15.092541ms
59, 2, 0, 54, 5.184072250s
28, 2, 0, 165, 990.158666ms
24, 2, 1, 10206, 473.384834ms
20, 2, 1, 9446, 430.219209ms
8, 1, 0, 11, 8.220667ms
42, 3, 1, 3932, 3.994839750s
16, 1, 0, 72, 33.806ms
56, 2, 1, 51353, 2.332859542s
82, 3, 2, 7117191, 57.898402417s
46, 3, 0, 5040, 5.277097917s
69, 1, 0, 7, 2.060987958s
30, 1, 0, 5, 325.201334ms
48, 3, 2, 4412856, 5.347885333s
23, 3, 1, 578096, 1.223551625s
93, 2, 0, 38, 16.508095291s
12, 2, 1, 1204, 68.548917ms
67, 1, 0, 6, 1.789901333s
41, 2, 1, 63281, 1.686056917s
33, 1, 0, 31, 339.168208ms
92, 1, 0, 29, 4.493586750s
93, 3, 2, 7015936, 25.425463625s
70, 1, 0, 2, 2.113962250s
26, 2, 0, 222, 448.036792ms
6, 2, 1, 892, 25.091042ms
89, 1, 0, 22, 4.063576125s
80, 3, 1, 268585, 15.035500667s
16, 1, 0, 31, 42.327167ms
22, 2, 0, 256, 240.082334ms
49, 1, 0, 32, 708.399625ms
7, 1, 0, 13, 6.669ms
5, 2, 1, 3783, 58.329ms
29, 3, 2, 8594103, 23.317775084s
12, 2, 1, 8305, 178.69ms
67, 2, 1, 63716, 3.349330250s
44, 1, 0, 6, 467.931084ms
55, 1, 0, 4, 1.019045500s
37, 1, 0, 46, 459.602209ms
6, 2, 1, 892, 15.450417ms
54, 3, 2, 14295824, 11.201697458s
32, 3, 2, 12756906, 20.512408416s
10, 1, 0, 11, 13.107792ms
67, 3, 2, 3130051, 17.689351292s
38, 1, 0, 110, 315.273583ms
17, 1, 0, 56, 52.413ms
26, 2, 0, 322, 342.111209ms
