length, lev_dist, lev_margin, lang_size, time
62, 1, 0, 58, 2.529134583s
26, 2, 1, 22116, 782.613250ms
36, 1, 0, 44, 592.237084ms
55, 1, 0, 69, 1.661683125s
41, 2, 1, 34291, 1.360454042s
41, 2, 0, 24, 2.468865125s
12, 1, 0, 9, 30.233833ms
8, 1, 0, 33, 11.957167ms
55, 2, 1, 29230, 5.338573625s
32, 3, 2, 536649, 21.171376292s
86, 1, 0, 71, 6.128894750s
23, 3, 2, 1521489, 9.859873417s
26, 3, 0, 216, 1.937515542s
9, 1, 0, 76, 32.259958ms
51, 2, 1, 51982, 3.513546667s
86, 1, 0, 64, 6.096003s
19, 3, 1, 36597, 771.953500ms
8, 2, 1, 5195, 312.931041ms
75, 1, 0, 26, 4.018606416s
78, 2, 1, 42141, 8.332970333s
88, 1, 0, 4, 6.275935625s
31, 2, 1, 4113, 956.983791ms
73, 1, 0, 2, 3.769953959s
78, 3, 2, 25447202, 51.711608583s
38, 3, 2, 2203828, 22.978349750s
41, 2, 0, 16, 2.127676792s
8, 2, 1, 1102, 36.642750ms
64, 2, 1, 71821, 13.119506833s
13, 2, 0, 1341, 138.173917ms
13, 2, 1, 5585, 511.223083ms
46, 2, 1, 8398, 2.204279666s
36, 3, 0, 62405, 3.930565125s
18, 1, 0, 39, 54.829875ms
91, 1, 0, 7, 7.296204542s
39, 2, 1, 34159, 7.837757833s
66, 1, 0, 2, 8.552142292s
27, 2, 1, 10736, 7.058853375s
34, 2, 1, 2613, 779.245625ms
9, 1, 0, 63, 16.870250ms
52, 1, 0, 32, 1.035497166s
46, 3, 1, 80338, 12.243686250s
50, 1, 0, 5, 1.074847875s
37, 1, 0, 9, 420.327875ms
43, 1, 0, 11, 722.307458ms
46, 3, 2, 140609, 11.154683167s
16, 1, 0, 30, 33.796958ms
69, 1, 0, 58, 2.472873125s
11, 1, 0, 35, 31.484417ms
35, 1, 0, 66, 355.046166ms
8, 2, 1, 7961, 240.352666ms
14, 1, 0, 38, 55.035083ms
11, 1, 0, 8, 37.646250ms
56, 2, 0, 33, 4.234286250s
31, 1, 0, 3, 364.459958ms
43, 1, 0, 39, 769.974084ms
33, 2, 1, 36613, 1.101404916s
35, 2, 1, 4778, 791.069791ms
13, 2, 1, 9861, 651.695375ms
10, 1, 0, 11, 26.546458ms
5, 1, 0, 14, 4.232584ms
76, 2, 0, 922, 16.739703292s
39, 1, 0, 17, 555.517208ms
35, 2, 1, 4932, 1.237097708s
7, 1, 0, 53, 8.256958ms
36, 1, 0, 64, 378.553250ms
22, 3, 2, 2435247, 18.474503667s
79, 1, 0, 102, 3.823789458s
58, 1, 0, 3, 1.754487500s
44, 1, 0, 165, 675.197083ms
27, 1, 0, 8, 515.508167ms
48, 2, 0, 33, 3.184851375s
54, 3, 0, 153, 10.492848959s
47, 2, 0, 185, 3.465016s
52, 2, 0, 5922, 4.923885917s
48, 1, 0, 30, 1.027981916s
30, 1, 0, 19, 338.455333ms
13, 2, 1, 7247, 561.157459ms
20, 2, 1, 2498, 261.672417ms
69, 3, 0, 5040, 20.201205083s
31, 3, 0, 17576, 2.285600208s
35, 3, 2, 1470674, 32.585237500s
69, 3, 1, 23590, 15.073182500s
55, 3, 2, 5119997, 35.074134083s
61, 1, 0, 46, 2.452445708s
82, 3, 2, 12484843, 3m 53.317408291s
47, 1, 0, 49, 921.242750ms
39, 1, 0, 14, 734.572709ms
23, 3, 2, 1355210, 11.546136208s
75, 1, 0, 14, 3.823364125s
44, 2, 1, 46707, 2.259135458s
9, 3, 1, 132096, 4.577503625s
24, 2, 1, 18179, 1.235397791s
53, 2, 1, 46708, 4.746483958s
38, 2, 1, 27845, 1.686226s
40, 3, 1, 635998, 4.074476375s
27, 2, 1, 29721, 7.780368125s
79, 1, 0, 10, 10.927710875s
43, 1, 0, 19, 713.137250ms
39, 1, 0, 93, 408.890750ms
38, 1, 0, 5, 345.480791ms
53, 3, 2, 542694, 30.280587125s
52, 3, 2, 5015660, 40.326241583s
40, 1, 0, 2, 652.063791ms
10, 1, 0, 35, 27.123750ms
19, 2, 1, 18620, 1.133057166s
65, 1, 0, 26, 2.155056333s
54, 2, 1, 13337, 2.731001542s
65, 1, 0, 31, 2.219416209s
28, 1, 0, 12, 164.974333ms
93, 1, 0, 48, 5.286464916s
31, 1, 0, 29, 361.517209ms
85, 1, 0, 20, 4.235689708s
45, 1, 0, 9, 782.854875ms
81, 1, 0, 13, 3.937945583s
73, 1, 0, 29, 2.996443292s
65, 2, 1, 3668, 3.875574375s
41, 1, 0, 78, 528.719375ms
37, 2, 1, 29573, 1.440316042s
70, 1, 0, 7, 2.600525s
91, 1, 0, 2, 5.398183083s
50, 1, 0, 11, 1.259177709s
50, 3, 2, 15711253, 1m 21.426793167s
60, 2, 0, 17, 5.470098167s
87, 2, 0, 165, 15.346616250s
53, 1, 0, 110, 1.528216459s
57, 3, 2, 5824750, 16.045438042s
35, 2, 1, 3511, 1.027725250s
46, 1, 0, 58, 944.050708ms
32, 1, 0, 45, 408.520625ms
28, 2, 1, 7101, 356.560875ms
14, 1, 0, 62, 27.207375ms
12, 3, 1, 25098, 498.957833ms
12, 2, 1, 3118, 149.518625ms
37, 1, 0, 156, 582.704375ms
57, 3, 2, 17639849, 1m 16.404914083s
53, 3, 2, 339113, 15.137575416s
16, 1, 0, 30, 57.007584ms
25, 3, 2, 745334, 15.218153875s
24, 1, 0, 43, 284.855375ms
31, 1, 0, 2, 146.075583ms
12, 3, 1, 323547, 7.247610292s
54, 1, 0, 61, 1.516189s
45, 2, 1, 40140, 4.072382417s
35, 3, 2, 4058742, 6.713566708s
35, 3, 2, 419379, 20.020232167s
46, 1, 0, 7, 953.204250ms
39, 2, 1, 3020, 1.593184875s
61, 2, 1, 40016, 6.708233958s
69, 3, 2, 3513886, 35.555356167s
96, 2, 1, 81417, 14.038982458s
6, 2, 1, 6126, 147.891042ms
51, 1, 0, 10, 1.130997s
47, 1, 0, 29, 814.652250ms
13, 1, 0, 35, 44.705333ms
32, 2, 0, 397, 999.036083ms
62, 1, 0, 5, 1.778736458s
75, 1, 0, 186, 3.114398792s
60, 1, 0, 22, 1.775600375s
58, 1, 0, 4, 1.512047s
18, 2, 1, 2384, 382.619209ms
35, 2, 0, 18, 1.321269042s
51, 2, 1, 51863, 2.458936083s
14, 1, 0, 37, 34.254792ms
21, 2, 1, 23415, 1.088668s
38, 3, 2, 5052390, 34.593371584s
44, 3, 2, 6886913, 24.883748667s
84, 2, 1, 29724, 13.257299959s
76, 2, 0, 14722, 16.370011458s
57, 1, 0, 8, 1.213305125s
28, 3, 2, 381027, 13.434124667s
66, 1, 0, 102, 1.885183042s
19, 1, 0, 86, 73.501250ms
41, 3, 0, 2, 3.382591334s
32, 1, 0, 7, 416.324791ms
49, 2, 1, 46195, 1.807845208s
57, 2, 1, 41978, 3.240298333s
13, 1, 0, 29, 42.088834ms
44, 3, 0, 2080, 4.042659667s
47, 2, 1, 78239, 4.749029834s
50, 1, 0, 78, 996.055791ms
70, 2, 0, 10, 6.851007959s
25, 2, 1, 6425, 538.910708ms
72, 2, 1, 53314, 4.686701083s
54, 1, 0, 4, 1.252334875s
44, 1, 0, 28, 627.104167ms
26, 2, 1, 17829, 1.323607125s
11, 2, 1, 299, 70.133667ms
89, 2, 0, 66, 13.703600209s
17, 3, 1, 76755, 2.632764500s
16, 2, 1, 8631, 394.361292ms
40, 3, 2, 508815, 4.065424834s
61, 3, 0, 19683, 11.447707083s
30, 3, 2, 2152471, 24.665541458s
19, 3, 2, 1605944, 14.225071250s
52, 3, 2, 2677229, 24.224318625s
57, 3, 2, 22688807, 7m 0.943360209s
72, 3, 1, 67700, 18.520523167s
30, 3, 2, 5931573, 2m 56.436395917s
10, 2, 1, 7799, 347.224375ms
89, 3, 1, 283483, 55.995793375s
93, 2, 1, 87469, 10.756070708s
74, 3, 0, 144, 28.392491583s
32, 1, 0, 7, 647.080125ms
21, 2, 1, 196, 180.398625ms
29, 1, 0, 59, 483.263041ms
55, 1, 0, 38, 1.270178375s
32, 3, 1, 389769, 19.739698791s
45, 1, 0, 38, 741.864625ms
19, 3, 2, 3939238, 1m 39.837176167s
9, 3, 2, 1183577, 5.868797292s
10, 2, 1, 3545, 95.746041ms
9, 3, 2, 227049, 2.057056166s
63, 1, 0, 49, 1.762034166s
50, 2, 1, 27572, 2.868690458s
23, 1, 0, 35, 127.028125ms
22, 2, 1, 15140, 1.652265583s
45, 3, 2, 4924114, 26.191064750s
30, 1, 0, 40, 191.160084ms
5, 2, 1, 1027, 21.451792ms
16, 3, 1, 313420, 9.770319417s
29, 2, 0, 14, 688.836291ms
28, 2, 0, 172, 726.452333ms
22, 3, 2, 6022528, 40.557845333s
15, 2, 1, 9035, 323.179417ms
21, 1, 0, 45, 78.918541ms
87, 3, 2, 25820739, 40.406168583s
69, 2, 0, 11, 7.370429417s
48, 3, 0, 195112, 6.527146s
17, 2, 1, 11959, 531.443250ms
25, 1, 0, 22, 213.175708ms
34, 1, 0, 39, 382.823042ms
18, 1, 0, 11, 65.314709ms
26, 2, 1, 34331, 2.673628s
50, 2, 1, 56347, 2.843618166s
33, 1, 0, 13, 389.779417ms
38, 3, 2, 184523, 7.868818958s
44, 2, 0, 897, 2.867784792s
17, 2, 1, 13988, 284.161875ms
40, 2, 1, 4740, 2.096735083s
90, 3, 2, 15149304, 55.547875917s
39, 2, 1, 4823, 2.393625125s
55, 2, 1, 587, 2.869736958s
67, 1, 0, 21, 3.132122917s
75, 3, 2, 2451527, 1m 21.280409875s
12, 2, 1, 6373, 416.184458ms
17, 3, 2, 2765689, 1m 45.483979250s
51, 1, 0, 4, 1.435299750s
48, 1, 0, 4, 787.565125ms
31, 2, 0, 106, 914.912625ms
32, 2, 0, 20, 997.615958ms
57, 3, 1, 6943, 9.345064917s
30, 1, 0, 68, 351.462083ms
43, 2, 1, 41004, 2.059365208s
63, 3, 2, 1240879, 22.532765708s
39, 3, 1, 142384, 9.164295541s
61, 1, 0, 9, 1.713065875s
81, 2, 1, 51928, 11.625840167s
20, 2, 1, 1244, 292.560583ms
41, 1, 0, 22, 677.079583ms
70, 3, 2, 984094, 23.678970167s
28, 1, 0, 94, 337.912084ms
52, 1, 0, 2, 1.086452583s
58, 1, 0, 2, 1.497168666s
32, 1, 0, 41, 271.690666ms
10, 1, 0, 37, 20.400125ms
70, 2, 0, 10404, 11.773972625s
23, 2, 1, 2524, 356.031834ms
36, 1, 0, 39, 514.236250ms
43, 1, 0, 41, 553.531959ms
83, 1, 0, 143, 3.925790583s
60, 2, 1, 2261, 4.220830417s
29, 3, 2, 9636833, 10m 10.849154333s
65, 3, 0, 358, 20.058651500s
28, 1, 0, 8, 513.540916ms
6, 1, 0, 15, 5.383083ms
22, 2, 1, 35524, 3.147669875s
30, 2, 1, 29521, 4.271889459s
69, 1, 0, 35, 3.220577917s
99, 2, 0, 225, 27.671372959s
15, 3, 2, 1517358, 46.805576875s
35, 3, 1, 1339312, 2m 2.143660500s
45, 2, 1, 3644, 2.021814667s
24, 3, 1, 8674, 876.280208ms
5, 2, 1, 606, 48.891792ms
12, 2, 1, 14497, 779.308584ms
19, 3, 2, 671543, 12.260516167s
21, 2, 1, 12265, 929.342958ms
5, 2, 1, 2307, 91.713250ms
12, 2, 1, 4530, 125.909500ms
45, 2, 0, 177, 2.799669959s
29, 1, 0, 27, 340.933375ms
27, 2, 1, 30817, 1.789558791s
10, 2, 1, 3504, 107.145709ms
8, 2, 1, 5111, 137.200125ms
50, 1, 0, 18, 1.131726708s
19, 1, 0, 27, 65.590958ms
35, 1, 0, 4, 698.926500ms
30, 3, 2, 3876817, 32.833103209s
44, 2, 1, 47730, 1.968419s
10, 2, 1, 14822, 877.545875ms
44, 2, 1, 10010, 1.691451s
71, 2, 1, 59673, 6.162781458s
42, 1, 0, 9, 617.087833ms
78, 2, 1, 95359, 8.058107041s
40, 3, 0, 68921, 4.780851208s
30, 1, 0, 40, 210.025792ms
17, 1, 0, 8, 67.386417ms
89, 1, 0, 42, 6.293063875s
14, 2, 1, 7404, 377.096250ms
27, 2, 1, 5851, 508.140334ms
12, 2, 1, 2561, 75.420584ms
19, 1, 0, 5, 68.532417ms
39, 1, 0, 6, 563.129916ms
49, 2, 1, 8640, 1.700221458s
6, 1, 0, 46, 16.364ms
34, 1, 0, 61, 435.908459ms
19, 1, 0, 70, 53.836334ms
18, 1, 0, 27, 71.703500ms
64, 3, 0, 183661, 17.628185667s
13, 3, 2, 893298, 4.872701083s
67, 3, 1, 32730, 11.827757833s
14, 1, 0, 3, 40.964791ms
26, 2, 1, 12077, 609.009167ms
78, 1, 0, 28, 3.249397458s
20, 1, 0, 6, 293.457875ms
27, 2, 1, 23867, 676.595625ms
6, 3, 2, 95208, 2.110776458s
14, 2, 1, 2705, 220.645458ms
47, 2, 1, 44852, 1.985153166s
22, 2, 1, 2537, 208.218541ms
73, 3, 0, 24669, 25.891769042s
14, 1, 0, 37, 67.272459ms
45, 3, 1, 317674, 5.913658667s
18, 1, 0, 24, 68.090084ms
71, 2, 1, 40389, 6.640687834s
84, 2, 0, 173, 15.997435083s
55, 3, 2, 15555118, 31m 24.208335917s
85, 1, 0, 39, 4.457368292s
40, 3, 2, 3626265, 14.990884250s
91, 1, 0, 26, 9.732686s
11, 1, 0, 66, 16.099291ms
58, 2, 1, 56051, 6.989197166s
8, 1, 0, 102, 31.890500ms
81, 1, 0, 26, 7.780836083s
81, 2, 0, 10404, 15.931274250s
62, 2, 1, 60691, 5.708319083s
86, 1, 0, 46, 4.245177750s
96, 1, 0, 15, 5.734990750s
15, 2, 1, 6152, 420.328250ms
28, 2, 1, 52488, 920.659625ms
51, 1, 0, 4, 958.489834ms
20, 3, 1, 74795, 1.836611833s
55, 1, 0, 85, 1.373285584s
69, 2, 1, 57674, 5.096235208s
79, 3, 2, 25929202, 47.272095500s
48, 2, 0, 3136, 3.216518042s
16, 2, 1, 4887, 402.638417ms
18, 2, 0, 42, 160.591416ms
46, 2, 0, 1924, 2.725201083s
33, 2, 1, 6604, 641.824209ms
67, 1, 0, 49, 2.193475042s
6, 1, 0, 8, 12.435209ms
50, 3, 1, 1141475, 35.499016584s
86, 2, 0, 74, 14.639524667s
38, 2, 0, 1089, 2.019021541s
15, 3, 2, 931207, 1m 0.879883917s
76, 2, 0, 843, 11.604012958s
73, 1, 0, 19, 3.324340084s
81, 3, 1, 5722, 17.716455750s
15, 2, 1, 21846, 2.261071792s
64, 1, 0, 7, 2.748146917s
7, 1, 0, 3, 6.461458ms
38, 3, 1, 85244, 3.505289667s
48, 3, 2, 8445678, 42.999614917s
41, 2, 1, 4328, 1.581652667s
10, 3, 2, 427586, 10.466842042s
44, 2, 0, 72, 1.861613250s
48, 2, 1, 64893, 3.703617459s
16, 3, 2, 1972544, 10.318163833s
27, 2, 1, 3674, 790.142542ms
13, 2, 1, 14659, 662.499875ms
46, 1, 0, 28, 805.944833ms
12, 3, 0, 44334, 178.457458ms
41, 3, 0, 448, 4.322091416s
48, 2, 1, 67176, 2.413178625s
28, 2, 1, 23169, 1.126192500s
63, 1, 0, 64, 2.223725250s
69, 2, 1, 10122, 4.650901084s
93, 2, 1, 11893, 11.295211250s
76, 2, 1, 22307, 6.139032375s
45, 2, 0, 108, 2.847089792s
18, 3, 0, 44, 671.378084ms
24, 2, 1, 21028, 710.883416ms
94, 2, 1, 120463, 11.756866209s
33, 1, 0, 17, 450.876042ms
73, 1, 0, 9, 3.588107041s
19, 3, 2, 3980668, 11.874915s
38, 3, 2, 18709560, 10m 27.817896083s
63, 2, 1, 87784, 14.567738458s
10, 1, 0, 16, 29.632666ms
36, 3, 2, 3967608, 25.588259667s
84, 1, 0, 34, 4.810294875s
44, 1, 0, 8, 1.003902833s
6, 2, 1, 6033, 122.288375ms
18, 1, 0, 10, 60.758292ms
23, 3, 2, 681845, 26.245295792s
43, 2, 1, 36010, 2.446876542s
49, 2, 1, 61194, 2.903430792s
42, 2, 1, 4350, 1.936281042s
61, 2, 0, 14, 7.328231583s
61, 1, 0, 67, 2.991126750s
50, 2, 0, 783, 4.418421292s
40, 2, 0, 408, 2.462600500s
67, 3, 1, 67192, 16.665575083s
32, 1, 0, 8, 577.611708ms
37, 2, 1, 18935, 2.013340334s
30, 3, 1, 316721, 12.681558625s
18, 1, 0, 12, 282.830167ms
21, 3, 1, 36406, 1.319407041s
93, 3, 1, 2270961, 38.098235209s
52, 1, 0, 15, 1.709926417s
59, 1, 0, 58, 2.152520125s
56, 3, 2, 291719, 15.897322042s
19, 3, 2, 1751408, 55.299860542s
11, 2, 1, 3230, 390.871209ms
41, 3, 2, 7603338, 1m 25.959102834s
38, 1, 0, 102, 476.016709ms
73, 1, 0, 10, 4.002882625s
40, 2, 0, 21, 2.467631875s
18, 3, 2, 1276173, 8.665233250s
7, 1, 0, 65, 7.603041ms
21, 3, 1, 127862, 3.012426542s
17, 2, 1, 10095, 236.799792ms
10, 1, 0, 35, 38.609333ms
25, 2, 1, 1147, 352.677834ms
73, 1, 0, 10, 4.032523292s
19, 2, 1, 1704, 221.058625ms
50, 1, 0, 34, 1.570854750s
45, 1, 0, 39, 1.163345542s
8, 1, 0, 35, 30.374042ms
72, 1, 0, 59, 3.765968584s
61, 2, 1, 39496, 4.329621083s
12, 3, 2, 231397, 2.586350166s
49, 2, 0, 517, 3.692461125s
35, 2, 1, 18098, 1.293009250s
66, 1, 0, 27, 1.965344875s
28, 1, 0, 36, 394.866916ms
26, 1, 0, 3, 169.193917ms
34, 1, 0, 8, 509.306292ms
13, 1, 0, 18, 52.403209ms
60, 3, 1, 29196, 9.428006500s
50, 1, 0, 4, 981.999417ms
90, 2, 1, 903, 9.772635458s
43, 2, 1, 71459, 5.399134250s
61, 1, 0, 26, 4.992791458s
6, 2, 1, 4277, 111.790042ms
42, 2, 1, 4156, 4.740265458s
19, 2, 0, 165, 252.823291ms
52, 1, 0, 8, 1.132719458s
56, 2, 1, 32890, 2.634649s
14, 3, 2, 143867, 1.426015417s
49, 1, 0, 15, 1.043035625s
46, 2, 1, 42077, 2.580883583s
75, 3, 0, 19683, 26.872522792s
67, 3, 1, 26011, 11.648198292s
40, 2, 0, 17, 1.880165667s
68, 2, 0, 4401, 8.080948125s
33, 3, 2, 11463783, 1m 42.415626250s
95, 3, 1, 820934, 35.260678417s
74, 1, 0, 26, 2.822411708s
13, 2, 0, 481, 98.150959ms
38, 2, 1, 30380, 908.203459ms
63, 3, 2, 7452880, 36.336677667s
9, 2, 1, 17293, 281.425666ms
57, 2, 1, 5853, 2.492495583s
52, 2, 1, 44722, 1.844958291s
46, 3, 2, 5632256, 1m 26.582477208s
66, 2, 0, 1521, 5.939414417s
5, 1, 0, 11, 3.989041ms
46, 3, 0, 64, 5.069307542s
69, 1, 0, 11, 2.352000250s
89, 1, 0, 8, 4.728426166s
21, 2, 1, 3815, 325.656917ms
35, 2, 1, 30124, 1.416070750s
17, 2, 1, 4582, 315.200667ms
33, 3, 2, 2553597, 11.505670875s
17, 2, 0, 98, 168.293125ms
17, 3, 2, 935329, 8.716277625s
22, 1, 0, 67, 100.219500ms
66, 3, 2, 61010085, 22m 34.303721125s
10, 2, 1, 1414, 42.459291ms
10, 3, 2, 229820, 8.345199500s
51, 1, 0, 144, 939.589250ms
8, 3, 1, 81701, 950.934708ms
80, 3, 2, 9286789, 2m 40.032389958s
25, 1, 0, 18, 117.106541ms
45, 2, 0, 18, 1.969320083s
80, 2, 0, 876, 11.272452584s
80, 1, 0, 18, 3.325434584s
56, 1, 0, 11, 1.211519666s
92, 1, 0, 19, 4.831739042s
14, 1, 0, 41, 38.581708ms
15, 2, 1, 10454, 163.312375ms
69, 1, 0, 96, 1.975828542s
16, 2, 1, 1581, 154.544542ms
9, 1, 0, 63, 24.034584ms
17, 1, 0, 60, 154.605208ms
15, 2, 1, 13540, 280.751959ms
40, 2, 0, 3175, 1.509118750s
4, 1, 0, 50, 3.335333ms
47, 3, 2, 9629772, 14.969316208s
19, 1, 0, 10, 61.726292ms
33, 2, 1, 13277, 742.921750ms
29, 3, 1, 72738, 1.025951166s
42, 2, 1, 32501, 1.199181958s
14, 3, 0, 6747, 403.459917ms
30, 2, 1, 31708, 1.140740625s
21, 2, 1, 7729, 564.474958ms
27, 3, 2, 2371774, 11.036166458s
27, 2, 1, 20978, 340.039708ms
11, 2, 0, 165, 244.541792ms
20, 2, 0, 236, 225.737458ms
57, 1, 0, 5, 1.252484750s
39, 2, 1, 6972, 972.038750ms
25, 1, 0, 3, 101.667584ms
57, 3, 2, 10355285, 2m 12.849038708s
88, 2, 1, 109953, 7.757639667s
56, 2, 0, 50, 3.863702792s
86, 2, 1, 4160, 7.694975375s
22, 2, 1, 2921, 238.142584ms
66, 1, 0, 26, 1.866959375s
37, 1, 0, 74, 388.399292ms
33, 1, 0, 35, 193.066375ms
64, 2, 1, 26843, 3.166955583s
37, 1, 0, 43, 503.742292ms
78, 1, 0, 68, 2.870753292s
33, 3, 2, 1765913, 41.748842375s
29, 2, 1, 3160, 854.466208ms
36, 3, 1, 904809, 13.519352709s
51, 2, 1, 9999, 1.505065083s
12, 2, 0, 299, 66.109625ms
39, 1, 0, 65, 406.204333ms
79, 2, 0, 64, 9.988220959s
36, 1, 0, 2, 326.608333ms
8, 1, 0, 11, 9.094417ms
30, 2, 1, 55394, 2.068419791s
54, 2, 1, 56228, 1.963641042s
13, 1, 0, 78, 36.151542ms
30, 1, 0, 7, 339.129375ms
68, 2, 0, 1764, 6.304078750s
14, 2, 1, 9495, 202.856709ms
25, 3, 2, 2413264, 1m 0.635176417s
33, 1, 0, 5, 372.439208ms
29, 3, 2, 640318, 4.099311833s
52, 3, 0, 354, 6.688780583s
23, 2, 0, 1341, 313.160416ms
14, 2, 0, 165, 89.889750ms
87, 1, 0, 58, 4.051269042s
26, 1, 0, 42, 340.541375ms
31, 1, 0, 2, 192.366459ms
79, 2, 1, 9975, 5.445534166s
17, 2, 0, 4, 174.627875ms
59, 1, 0, 66, 1.405232625s
30, 2, 0, 2, 574.044125ms
63, 1, 0, 2, 1.695756458s
20, 2, 1, 944, 195.137750ms
26, 2, 1, 18986, 867.475083ms
53, 2, 0, 256, 3.361709041s
52, 1, 0, 7, 1.076646542s
46, 2, 1, 7773, 1.518943875s
7, 2, 0, 8, 32.928ms
56, 1, 0, 64, 1.310599500s
69, 2, 1, 88740, 3.963259292s
50, 1, 0, 15, 854.177084ms
42, 2, 1, 5016, 1.229811791s
65, 1, 0, 59, 2.134115375s
16, 2, 1, 1844, 123.350333ms
47, 2, 1, 20686, 1.855536458s
64, 1, 0, 4, 2.321657541s
48, 2, 1, 23466, 3.593692667s
67, 3, 2, 307568, 11.271396875s
8, 2, 0, 644, 32.443375ms
42, 2, 0, 3166, 1.860479792s
36, 3, 1, 840419, 49.610608917s
27, 1, 0, 5, 113.577500ms
17, 3, 2, 614532, 3.619075958s
90, 1, 0, 8, 4.365652584s
33, 2, 1, 47831, 1.245185917s
26, 1, 0, 8, 94.191834ms
16, 2, 1, 1758, 264.520500ms
69, 1, 0, 33, 2.231830625s
39, 3, 1, 1184915, 29.545083458s
29, 3, 2, 4633303, 14.702060958s
72, 2, 1, 67891, 4.535143s
49, 2, 1, 4590, 2.339654917s
51, 2, 0, 22, 3.103584834s
70, 2, 1, 24131, 4.523360458s
20, 2, 1, 2089, 171.511458ms
9, 3, 1, 132096, 3.452568s
18, 1, 0, 4, 82.436917ms
7, 3, 2, 419115, 8.311116625s
22, 1, 0, 31, 69.290959ms
32, 2, 1, 30435, 4.083634916s
42, 2, 1, 46903, 6.814108416s
33, 2, 1, 26980, 1.016332458s
56, 1, 0, 65, 1.406862791s
46, 1, 0, 30, 820.301958ms
8, 3, 2, 206051, 3.756879417s
84, 1, 0, 153, 3.965176500s
25, 2, 1, 387, 427.388833ms
95, 2, 0, 116, 18.233200583s
22, 1, 0, 55, 108.212250ms
7, 3, 2, 240705, 3.856179083s
63, 3, 1, 113157, 8.685510125s
26, 1, 0, 30, 376.909541ms
60, 2, 0, 26, 5.159112s
42, 1, 0, 106, 582.415500ms
40, 2, 1, 33726, 2.169003625s
20, 2, 1, 14326, 712.114791ms
40, 1, 0, 9, 432.792875ms
61, 3, 1, 11569, 7.177224917s
59, 1, 0, 39, 1.711996250s
19, 3, 1, 315895, 1.762721917s
53, 3, 1, 352043, 25.473232s
9, 1, 0, 27, 10.447ms
57, 3, 1, 22898, 7.052035542s
57, 2, 1, 52898, 4.546295625s
53, 1, 0, 28, 1.084599958s
75, 2, 1, 14361, 5.220091708s
43, 2, 0, 169, 1.784826541s
80, 1, 0, 11, 3.225985125s
38, 1, 0, 4, 558.635875ms
46, 1, 0, 7, 1.005334625s
44, 2, 1, 10938, 1.598872625s
15, 2, 0, 305, 207.341542ms
9, 2, 0, 202, 64.205583ms
68, 1, 0, 55, 2.501150042s
27, 1, 0, 59, 166.392875ms
20, 3, 2, 1698980, 40.023341500s
31, 2, 1, 11308, 721.663208ms
43, 2, 1, 38628, 1.671552459s
21, 1, 0, 61, 266.335708ms
34, 3, 2, 5005243, 43.618272042s
11, 3, 2, 1540537, 8.618241959s
14, 2, 1, 3583, 206.591167ms
44, 2, 0, 24, 2.610033250s
50, 3, 1, 4229, 6.023883625s
54, 1, 0, 65, 1.603932916s
70, 2, 0, 10404, 8.753000875s
25, 1, 0, 17, 211.809083ms
9, 1, 0, 63, 27.830708ms
31, 1, 0, 11, 368.631750ms
56, 1, 0, 28, 1.882010791s
67, 1, 0, 27, 3.368917833s
44, 2, 0, 193, 3.042682167s
40, 2, 0, 679, 2.634044375s
26, 2, 0, 10973, 1.131526208s
67, 3, 1, 88290, 15.308132250s
51, 3, 2, 7671717, 36.376505875s
11, 3, 2, 202293, 4.597576125s
58, 3, 2, 35161545, 36.374000167s
15, 3, 2, 262944, 2.852437584s
26, 2, 0, 242, 692.226416ms
17, 1, 0, 29, 58.574250ms
78, 3, 2, 25939934, 1m 8.437884125s
79, 2, 1, 60859, 8.157340500s
36, 1, 0, 34, 412.076584ms
68, 1, 0, 27, 2.599597250s
86, 1, 0, 57, 5.059392625s
26, 2, 1, 354, 232.989666ms
47, 2, 1, 25762, 2.491529084s
73, 2, 1, 43170, 6.200875375s
33, 1, 0, 17, 316.250209ms
16, 2, 0, 195, 179.542208ms
68, 2, 1, 52193, 6.994534792s
45, 3, 2, 1851881, 23.090336083s
13, 1, 0, 5, 24.144542ms
15, 2, 1, 19775, 1.124538959s
5, 1, 0, 23, 3.876042ms
16, 2, 1, 1248, 151.317750ms
30, 2, 1, 24370, 738.935209ms
54, 2, 1, 14679, 2.865559417s
77, 1, 0, 15, 3.741583792s
44, 2, 1, 34045, 2.017242958s
19, 3, 0, 3495, 1.126079875s
63, 1, 0, 15, 2.927819166s
54, 2, 1, 46327, 3.521441791s
43, 2, 1, 32818, 1.954248333s
47, 2, 1, 13244, 2.191979500s
72, 2, 1, 64792, 7.200575750s
49, 2, 0, 2069, 4.124738334s
49, 1, 0, 110, 1.359497291s
57, 2, 1, 1583, 4.017534625s
27, 3, 2, 306287, 5.397721167s
80, 2, 0, 24, 15.033025042s
59, 2, 0, 222, 6.999440750s
27, 2, 1, 18909, 1.091972792s
53, 2, 1, 1857, 2.916859209s
45, 1, 0, 83, 1.045666s
9, 2, 1, 7829, 593.591375ms
51, 1, 0, 58, 1.186431459s
86, 2, 1, 47435, 10.917006417s
36, 1, 0, 35, 605.044833ms
61, 3, 1, 592060, 11.228064042s
12, 1, 0, 64, 57.858459ms
88, 2, 0, 4, 24.513622292s
59, 1, 0, 34, 2.188382625s
34, 1, 0, 54, 569.479208ms
32, 2, 0, 144, 1.208201917s
29, 1, 0, 146, 282.270042ms
